s/ ativ;c/ ativ
95;0
0;51
0;0
51;277
0;0
117;0
0;128
290;0
0;254
0;0
193;0
0;27
0;0
57;323
0;0
87;0
0;64
482;0
9;183
0;0
110;0
0;39
299;80
0;0
0;337
48;7
0;0
315;80
42;0
0;282
64;0
0;0
274;117
0;0
0;176
0;0
95;0
0;0
331;0
6;99
0;0
19;0
0;39
240;0
0;129
0;0
162;0
0;0
272;0
0;112
0;0
13;329
0;45
285;0
0;80
0;0
49;289
0;0
152;0
0;96
0;0
0;253
0;0
247;0
2;36
0;0
83;257
0;0
205;0
0;13
0;0
151;164
0;74
287;0
29;128
0;0
51;0
0;0
258;0
0;211
0;0
92;0
0;25
272;0
0;98
0;0
128;285
0;0
0;0
80;138
0;0
151;0
0;0
0;0
0;89
0;0
249;0
0;0
0;0
30;48
0;0
165;254
0;78
0;0
0;85
0;0
135;140
0;0
59;0
0;0
0;0
99;129
0;0
354;288
26;16
0;0
80;50
0;0
311;303
0;0
0;0
176;86
0;0
335;0
0;0
0;59
75;1
0;445
81;52
22;0
0;80
149;0
0;293
106;0
0;0
19;93
0;0
160;260
0;0
0;0
96;14
0;0
0;176
45;0
0;0
139;23
0;0
0;51
0;0
0;378
141;7
0;0
0;99
0;0
0;257
176;0
0;0
0;63
64;0
0;332
130;20
0;0
0;54
0;0
0;278
119;0
0;0
276;79
16;0
0;210
15;0
0;0
229;16
0;0
0;78
54;0
0;310
187;0
0;0
0;208
11;0
0;0
144;16
0;0
0;69
58;0
0;247
263;0
0;0
0;170
79;0
0;0
243;1
0;0
0;147
43;0
0;0
298;64
0;0
0;154
59;0
0;0
206;0
0;0
0;126
103;0
0;0
249;60
0;0
0;86
0;0
0;283
279;0
0;0
0;176
42;0
0;306
151;0
0;0
0;42
0;0
0;369
150;15
1;0
0;0
0;137
0;0
112;0
0;62
336;0
36;148
0;0
56;0
0;0
256;0
282;154
0;0
0;14
81;0
0;0
227;105
0;0
0;0
16;52
0;0
195;69
0;0
0;301
22;0
0;0
187;178
0;0
0;293
82;4
0;0
205;42
5;0
0;273
7;0
0;0
195;105
0;0
0;278
92;0
0;0
226;25
7;0
0;234
76;34
0;0
243;46
0;0
0;229
61;285
0;0
202;0
0;178
0;0
0;0
0;0
139;0
0;212
0;0
16;398
0;26
93;0
103;130
0;0
339;235
22;0
0;0
54;4
0;0
285;187
0;0
0;0
165;3
0;0
316;101
0;0
0;0
30;57
0;0
254;139
0;0
0;0
82;0
0;0
243;189
0;0
0;0
34;27
0;0
290;110
11;0
0;0
32;0
0;0
147;187
0;0
0;0
88;36
0;0
240;275
0;0
16;0
99;131
0;0
160;312
0;0
0;0
19;43
0;0
241;291
0;0
0;0
62;65
0;0
289;240
22;0
0;0
36;119
0;0
210;223
0;6
0;0
103;191
0;0
266;374
0;0
0;0
26;48
0;0
192;306
0;23
0;0
57;13
0;0
240;208
0;0
0;0
41;64
0;0
309;147
27;0
0;0
64;0
0;0
286;228
0;0
0;295
138;79
0;0
272;277
0;0
0;0
35;141
0;0
318;0
0;0
0;0
83;102
0;0
0;0
0;0
0;0
163;153
0;0
231;11
0;0
0;0
87;125
0;0
7;151
17;0
0;0
98;106
0;0
277;0
0;0
0;0
123;117
0;0
304;339
27;17
0;0
39;29
0;0
247;422
0;0
0;0
99;99
0;0
240;191
0;0
0;0
7;5
0;0
277;221
0;0
0;0
48;16
0;0
143;0
0;188
0;0
51;237
0;7
176;0
0;82
0;0
0;162
0;0
259;0
0;138
0;0
111;225
0;0
171;0
0;30
0;0
0;287
0;0
187;0
0;57
0;0
0;219
0;0
65;0
0;0
398;0
16;208
0;12
118;0
0;11
0;0
37;185
0;0
217;0
0;71
0;0
114;186
16;0
0;0
34;14
0;0
142;245
0;0
0;0
0;68
0;0
122;0
0;0
48;0
0;0
0;110
62;0
0;0
301;45
13;0
0;117
57;0
0;0
0;0
0;0
32;148
0;0
107;314
0;2
0;0
22;48
0;0
123;362
0;0
287;0
0;98
0;0
181;319
0;0
234;0
17;74
0;0
0;389
0;0
285;0
0;93
106;0
33;304
0;0
82;0
0;64
290;0
0;309
0;1
103;0
0;48
208;0
0;248
0;0
16;0
0;96
250;0
0;225
0;208
45;0
0;0
208;0
0;0
0;252
83;0
0;0
217;42
0;0
0;195
148;0
0;0
0;16
53;0
0;222
161;0
0;0
0;16
0;0
0;186
326;0
0;0
234;64
1;0
0;172
80;0
0;0
162;5
0;0
0;326
0;0
0;0
206;50
0;0
0;197
49;0
0;0
262;7
0;0
0;195
116;0
0;165
319;0
0;0
0;114
59;0
0;0
390;78
0;0
0;178
81;0
0;0
282;91
0;0
0;272
81;14
0;0
0;0
221;0
0;133
0;0
102;0
0;58
222;0
0;129
0;0
0;0
0;0
265;0
10;137
0;0
46;0
0;29
183;0
0;112
0;0
110;0
0;0
202;0
0;210
0;0
5;0
0;0
273;0
0;93
0;0
49;0
0;35
161;0
0;124
0;0
43;0
0;0
149;0
9;174
192;0
0;346
0;22
205;0
0;79
0;0
169;0
1;13
0;0
68;231
0;0
154;0
0;36
220;0
0;219
0;0
0;0
0;64
164;0
0;217
0;0
84;0
0;20
261;0
0;197
0;0
16;0
0;13
272;0
0;176
0;0
54;0
0;70
198;0
0;151
0;0
27;0
0;0
230;0
0;240
0;0
16;0
0;54
187;0
0;173
0;0
92;0
0;0
194;0
0;145
0;0
0;0
0;41
237;0
0;113
0;0
52;0
0;219
177;0
0;0
0;36
45;0
0;163
0;0
200;0
0;20
0;0
0;249
0;0
106;0
0;0
0;0
0;244
0;0
171;0
0;0
0;0
0;128
0;0
131;0
0;0
0;0
56;144
0;0
121;0
0;47
300;0
0;92
0;0
78;0
0;0
295;0
0;186
0;0
27;0
0;9
211;0
0;117
0;0
73;0
0;4
209;0
0;209
0;1
0;0
0;26
206;0
0;193
0;0
26;0
0;0
143;30
0;0
303;192
0;13
0;0
0;44
0;0
247;299
0;0
55;0
6;128
0;0
87;215
0;0
147;0
0;22
0;0
165;208
0;0
0;0
3;98
0;0
170;213
0;0
0;0
80;51
0;0
149;339
0;1
0;0
0;102
0;0
63;241
0;0
275;0
0;62
0;0
140;342
89;0
243;0
52;59
0;0
35;400
0;0
145;0
0;75
0;0
0;0
0;61
224;0
0;0
0;0
17;0
0;117
144;0
0;290
0;0
64;0
0;58
94;0
0;304
63;6
0;0
0;41
177;0
0;204
0;0
0;0
0;112
112;0
0;245
394;7
13;0
0;3
102;0
0;216
337;0
0;0
0;75
102;0
0;236
353;0
38;0
0;27
82;0
0;267
0;0
0;0
0;46
208;0
0;190
5;0
47;0
0;97
81;0
0;254
209;16
0;0
0;22
147;73
0;0
317;191
0;0
0;0
0;171
43;0
0;0
90;14
0;0
294;193
0;0
0;0
176;46
0;0
86;174
5;0
0;0
107;0
0;0
0;151
0;0
0;0
161;21
0;0
0;81
55;0
0;295
128;0
0;0
0;144
0;0
0;0
201;2
0;0
15;127
0;0
0;0
119;57
0;0
0;162
84;0
0;0
157;0
0;0
0;128
0;0
0;0
194;62
0;0
0;125
111;16
0;0
160;129
4;0
0;0
102;0
0;0
187;139
0;0
0;0
74;0
0;0
151;128
0;0
0;0
12;51
0;0
115;149
0;0
287;0
0;0
0;0
130;209
0;0
244;0
42;82
0;0
42;0
0;0
267;0
0;77
0;0
138;304
0;6
302;0
0;123
0;0
29;160
0;20
242;0
0;15
0;0
57;158
0;0
229;0
0;4
0;0
23;112
0;0
225;0
0;5
0;0
14;0
0;0
0;0
149;80
0;0
51;259
1;38
0;0
97;134
0;0
368;0
16;0
0;0
223;119
48;0
8;0
456;19
36;0
2;107
16;0
0;233
195;0
0;0
0;153
39;0
0;0
106;0
0;0
285;125
0;0
0;399
89;51
0;0
270;108
0;0
0;83
11;0
0;0
181;71
0;0
0;336
125;16
0;0
181;86
0;0
0;106
10;0
0;0
266;128
0;12
0;0
17;109
0;0
0;0
145;35
0;0
181;140
0;0
307;0
17;0
0;0
16;128
0;0
93;0
0;64
319;0
16;137
0;0
33;0
0;0
189;0
0;180
0;0
62;0
0;36
102;0
0;202
160;0
0;0
0;18
144;0
0;215
215;0
0;0
0;0
12;0
0;128
208;0
0;0
98;49
0;0
0;147
22;0
0;0
284;0
0;0
0;249
75;0
;0
;26
;0
