s/ ativ;c/ ativ
109;355
0;22
261;0
0;64
0;0
74;272
0;0
298;0
15;127
0;0
58;290
0;19
290;0
0;22
0;0
124;177
0;0
266;0
0;86
0;0
30;267
0;0
298;0
0;37
0;0
64;269
0;0
210;0
0;52
0;0
115;223
0;0
271;0
0;80
17;0
95;235
0;0
168;0
0;23
0;0
5;202
0;4
194;1
0;32
0;0
4;271
0;0
0;0
0;93
0;0
208;218
0;0
0;0
17;82
0;0
128;0
0;0
0;0
52;144
0;0
161;0
0;16
0;0
0;99
0;0
148;0
0;0
0;0
87;78
0;0
144;276
0;0
0;0
0;47
0;0
225;275
0;0
0;0
19;57
0;0
122;214
0;0
0;0
36;29
0;0
123;192
0;5
0;0
0;0
0;0
101;141
0;0
283;0
31;80
0;0
99;143
0;0
295;0
62;0
0;0
146;208
0;0
0;0
0;1
0;0
166;111
0;0
310;0
16;49
0;0
45;128
0;0
133;224
0;0
0;0
30;156
0;0
219;319
115;21
507;0
263;42
239;0
347;229
167;0
375;0
18;117
0;0
107;258
0;0
203;0
0;0
0;0
80;228
0;0
194;0
65;33
0;0
83;126
0;0
221;0
0;0
0;0
181;64
0;0
0;272
58;0
0;0
275;48
0;0
0;240
27;0
0;0
197;30
0;0
0;261
42;0
0;0
209;102
3;0
0;0
11;0
0;0
207;138
0;0
0;0
64;0
0;0
170;166
0;0
0;0
3;0
0;0
255;170
0;0
0;0
26;0
0;0
173;98
0;0
0;283
0;114
0;80
145;351
0;209
407;592
125;208
0;0
170;224
0;0
342;356
36;136
0;0
0;285
53;0
0;0
250;42
0;0
0;399
64;0
0;0
305;137
18;0
0;219
43;0
0;0
249;48
0;0
0;313
130;0
0;0
273;48
0;0
0;258
53;0
0;0
287;64
0;0
0;303
147;6
0;0
252;17
0;0
0;192
68;0
0;0
254;91
0;0
0;137
109;0
0;0
279;0
0;0
0;203
75;0
0;0
341;15
31;0
0;94
80;0
0;0
0;0
123;75
0;0
0;182
0;11
0;0
58;0
0;0
259;151
0;0
0;0
132;60
0;0
278;174
0;0
0;0
33;1
0;0
263;215
0;0
0;0
30;55
0;0
208;163
0;0
0;0
95;0
0;0
179;198
0;0
0;0
0;0
0;0
212;102
0;0
0;0
68;53
0;0
96;186
0;0
0;0
0;0
0;0
171;146
0;0
252;0
40;61
0;0
77;149
0;0
256;0
0;280
0;0
43;0
0;83
158;0
0;203
0;0
0;0
0;0
113;0
0;221
0;0
61;0
0;22
165;0
0;119
0;0
0;0
0;4
136;0
0;157
0;0
69;0
0;0
153;0
0;101
0;0
0;71
0;48
115;0
0;114
0;0
48;0
0;0
220;0
0;103
0;0
2;313
0;36
260;0
0;90
0;0
48;278
0;0
182;0
0;149
0;0
85;126
0;0
229;0
11;0
0;270
273;0
0;0
0;40
96;0
0;320
320;1
0;0
0;49
32;0
0;202
176;0
0;0
0;85
62;0
0;188
139;0
0;0
0;0
0;0
0;132
192;0
0;0
0;48
0;0
0;111
107;0
0;0
382;0
0;0
0;176
80;0
0;0
224;0
0;0
0;121
28;0
0;0
187;39
0;0
0;144
5;0
0;0
178;0
0;0
0;112
61;0
0;0
138;45
0;0
0;80
0;169
98;0
0;121
142;0
0;0
0;0
105;0
0;162
293;0
0;282
0;0
69;0
0;48
313;0
22;333
0;13
46;0
0;73
221;0
0;207
0;0
32;0
0;91
198;0
0;193
0;9
3;0
0;0
203;0
0;163
0;0
48;0
0;52
145;0
0;147
0;0
0;0
0;0
176;0
0;174
300;0
0;0
0;6
81;0
0;145
336;0
36;0
0;53
70;0
0;128
0;70
0;0
16;295
0;0
191;0
0;80
0;0
0;294
0;22
123;0
0;48
0;0
48;272
0;0
110;0
0;117
255;0
0;211
0;0
99;0
0;39
240;0
54;272
0;0
34;0
0;22
256;0
0;179
0;0
91;0
0;68
302;0
32;125
0;0
29;0
0;0
230;0
0;237
0;0
67;0
0;64
220;0
0;97
0;0
1;0
0;0
244;0
0;178
0;0
41;0
0;0
0;0
131;0
0;0
0;0
72;265
0;0
139;0
0;49
225;0
0;218
0;0
179;0
0;112
309;0
0;258
0;5
75;0
0;16
437;0
2;238
0;0
100;0
0;113
291;0
0;225
0;0
80;0
0;0
320;0
16;201
0;0
64;0
0;26
282;0
0;155
0;0
131;0
0;11
293;0
0;157
0;0
53;272
0;0
283;0
0;35
0;0
29;268
1;19
0;0
176;71
0;6
0;0
0;125
0;0
116;0
0;0
0;0
58;176
0;0
136;0
0;0
302;0
0;101
0;0
198;0
0;0
0;0
30;125
0;0
98;0
0;0
367;0
12;257
0;0
204;0
0;52
261;0
0;216
0;0
181;0
0;0
375;0
33;179
0;0
80;0
0;0
288;0
0;86
0;0
134;0
0;54
310;0
0;127
0;0
62;85
0;0
0;0
299;66
0;0
0;317
64;22
0;0
230;71
0;29
0;0
22;302
0;0
267;0
23;62
0;0
75;138
0;0
307;0
0;0
0;0
142;151
0;0
253;0
0;0
0;0
25;140
0;0
269;0
0;47
0;0
101;102
0;0
208;211
43;0
302;0
0;151
0;0
100;293
0;0
208;0
0;53
0;0
0;299
0;0
208;0
0;156
0;0
42;298
0;0
0;0
0;45
0;0
200;406
0;7
335;0
28;61
0;0
63;239
0;0
272;51
0;0
0;196
101;0
0;0
230;63
0;0
0;176
24;0
0;0
263;0
0;0
0;79
47;0
0;235
193;15
0;0
0;142
98;0
0;0
226;0
12;0
0;125
1;0
0;0
206;0
0;0
0;82
111;0
0;260
209;0
0;0
0;74
0;0
0;236
174;0
0;0
0;35
6;0
0;176
0;0
159;55
0;0
332;0
7;112
0;0
64;0
0;59
266;0
0;61
0;0
117;43
0;0
272;158
0;0
0;0
48;0
0;0
254;192
0;0
0;0
80;0
0;0
288;139
0;0
0;0
67;0
0;0
353;112
14;0
0;209
85;0
0;0
287;71
0;0
0;273
144;18
0;0
341;36
13;0
0;251
81;0
0;0
0;112
0;0
0;217
185;0
0;0
303;14
106;0
0;263
53;0
0;0
0;31
81;0
0;138
192;0
0;0
0;0
28;0
0;161
243;0
0;308
0;0
16;0
0;26
195;0
0;272
0;0
109;171
0;0
208;0
4;92
0;0
31;308
0;29
266;0
0;128
0;0
81;272
0;0
210;0
0;82
0;0
37;342
0;50
362;0
8;32
0;0
65;228
0;0
264;0
0;111
0;0
71;245
0;0
275;0
16;0
0;0
74;203
0;0
496;0
5;27
0;0
123;159
0;0
282;0
0;48
0;0
64;50
0;0
371;230
29;0
0;0
101;80
0;0
284;258
0;0
0;0
164;32
0;0
327;265
14;0
0;0
36;5
0;0
279;175
0;0
0;0
127;89
0;0
316;156
0;0
0;0
51;51
0;0
377;80
7;0
0;288
105;0
0;0
144;98
0;0
0;254
114;0
0;0
0;80
16;0
0;244
115;12
0;0
0;58
0;0
0;0
135;145
0;0
0;309
0;0
0;0
77;0
0;0
350;117
29;0
0;0
53;6
0;0
289;91
0;0
0;0
134;0
0;0
301;143
0;1
0;0
52;0
0;0
391;130
0;0
0;0
83;80
0;0
275;145
0;0
0;0
64;0
0;0
299;174
0;0
0;285
63;16
0;0
275;10
0;0
0;217
162;0
0;0
0;50
26;0
0;147
240;0
0;0
0;0
128;0
0;93
240;0
0;226
0;0
45;0
0;0
245;0
0;210
0;0
98;0
0;0
161;0
0;321
0;0
16;0
0;48
326;0
0;96
0;0
48;53
0;0
221;0
0;129
0;0
47;0
0;0
262;0
0;125
0;0
12;0
0;0
177;0
0;194
0;0
80;0
0;6
181;0
0;153
0;0
0;0
0;86
212;0
187;181
0;0
298;0
28;0
0;0
36;283
0;0
256;0
0;73
0;3
98;226
0;0
186;0
0;11
0;0
15;223
0;0
167;0
0;20
0;113
60;0
0;309
236;0
0;0
0;82
33;0
0;258
240;0
11;0
0;61
0;0
0;195
94;0
0;0
119;121
36;0
0;337
123;0
0;0
46;6
0;0
0;170
198;0
0;0
0;83
48;0
0;192
102;2
270;0
0;0
0;0
79;183
0;0
284;0
0;58
0;0
124;161
0;0
291;0
17;16
0;0
49;244
0;27
283;0
0;11
0;0
115;147
0;0
288;0
0;0
0;133
43;0
0;0
320;0
6;0
0;128
64;0
0;0
213;48
0;0
0;159
112;0
0;0
0;0
80;0
0;130
337;0
11;0
0;74
59;0
0;107
349;0
0;0
0;0
57;0
0;176
0;0
64;0
0;0
262;0
16;57
0;0
34;144
0;0
204;0
0;144
0;0
102;0
0;0
146;0
0;83
0;0
0;0
0;16
283;0
0;98
0;0
33;258
0;0
145;0
0;79
0;0
0;0
0;269
192;0
0;0
0;19
6;0
0;239
99;0
0;0
0;64
41;0
0;272
147;0
0;0
279;63
0;0
0;285
95;23
0;0
354;37
30;0
0;192
64;0
0;0
325;97
0;0
0;240
14;0
0;0
86;16
0;0
284;336
0;0
0;0
162;24
0;0
297;96
0;0
0;0
21;0
0;0
224;112
0;0
0;261
70;0
0;0
237;34
0;0
0;291
16;0
0;0
240;0
5;0
0;151
30;0
0;0
192;68
0;0
0;103
94;0
0;0
201;0
0;0
0;150
0;0
0;240
258;0
0;0
0;79
37;0
0;310
145;25
0;0
0;94
0;0
0;270
0;0
16;0
0;80
87;0
0;327
191;33
0;0
0;30
94;0
0;239
295;0
0;0
0;129
74;0
0;93
275;29
9;0
0;77
25;0
0;208
211;0
0;0
0;97
48;0
0;0
144;17
0;0
0;226
0;0
0;0
108;94
0;0
337;242
37;0
0;0
16;30
0;0
224;288
0;16
0;0
89;59
0;0
290;196
0;0
0;0
35;119
0;0
305;334
0;17
0;0
0;43
107;0
0;220
0;0
0;0
0;120
101;0
0;290
325;0
31;0
0;45
25;0
0;204
250;0
0;0
0;92
153;0
0;297
285;0
16;0
0;63
38;0
0;355
270;0
0;0
0;49
160;0
0;278
286;0
0;0
0;48
48;0
0;235
320;0
11;0
0;114
78;0
0;160
257;0
0;0
0;57
48;0
0;190
211;0
0;0
0;32
0;0
0;161
256;0
35;0
0;0
128;0
0;211
0;0
0;0
0;113
117;0
0;238
0;13
0;0
0;39
128;0
0;228
0;0
29;0
0;48
64;0
0;160
245;0
0;0
0;27
55;0
0;0
223;302
4;23
0;0
12;45
0;0
233;197
0;0
0;0
118;80
0;0
204;257
0;0
0;0
7;37
0;0
252;188
0;0
0;0
86;0
0;0
168;131
0;0
0;0
15;63
0;0
208;138
26;0
0;0
144;0
0;0
0;144
16;0
0;0
217;65
14;0
0;113
0;0
0;0
168;0
0;0
0;225
75;0
0;0
135;16
0;0
0;112
0;0
0;0
128;1
0;0
0;253
59;144
0;0
48;320
0;0
267;0
0;79
0;0
158;368
0;16
0;0
0;91
0;0
53;250
0;0
278;0
0;28
0;0
144;230
0;0
272;0
0;26
0;0
46;153
0;0
272;0
109;85
0;0
283;170
0;0
0;0
160;0
0;0
329;140
0;0
0;0
69;48
0;0
389;91
0;0
0;0
48;0
0;0
144;164
0;0
0;0
0;3
0;0
101;105
0;0
287;0
0;37
0;0
96;98
0;0
73;78
37;0
0;0
89;147
0;0
0;0
0;0
0;0
257;80
0;0
0;0
66;0
0;0
170;144
0;0
0;0
16;0
0;0
324;99
1;0
94;182
0;48
160;0
0;102
0;0
0;0
0;0
119;0
0;195
0;0
19;0
0;5
101;0
0;91
81;0
0;432
0;0
158;0
0;101
0;0
33;257
0;29
110;0
0;47
0;0
48;206
0;0
122;0
0;0
107;145
0;0
0;18
113;19
0;0
311;71
16;0
0;277
27;0
0;0
202;110
0;0
0;174
83;0
0;0
128;0
0;0
0;255
0;0
0;0
170;46
73;0
0;161
153;0
0;0
0;76
0;0
0;190
166;0
0;0
0;0
27;0
0;248
118;0
0;0
0;59
0;0
0;175
155;0
0;0
0;0
0;0
0;115
99;0
0;224
0;0
0;0
0;39
157;0
0;218
0;0
0;0
0;40
186;0
0;259
0;0
80;0
0;19
130;0
0;173
0;0
0;0
0;78
181;0
0;200
0;0
0;0
0;0
67;0
0;98
241;0
0;0
0;48
81;0
97;207
0;0
251;0
0;0
0;0
129;139
0;0
272;0
0;57
0;0
43;82
0;0
370;270
0;0
332;0
57;165
0;0
0;305
0;0
151;0
0;64
0;0
80;385
0;18
174;0
0;112
0;0
16;148
0;0
203;0
0;79
0;0
77;131
0;0
298;0
0;0
0;0
82;176
0;0
338;0
12;16
0;0
65;109
0;0
256;395
0;10
0;0
86;143
0;0
0;0
107;0
0;0
67;109
0;0
0;364
145;21
0;0
309;80
23;0
0;274
52;0
0;0
257;110
0;0
0;259
102;0
0;0
284;41
0;0
0;270
81;0
0;0
288;80
49;0
0;240
91;0
0;0
61;192
0;0
0;42
208;0
0;0
233;80
33;0
0;144
80;0
0;0
0;91
0;0
0;265
128;0
0;0
0;57
0;0
0;336
82;16
0;0
157;62
63;0
0;263
0;0
126;0
0;144
242;0
0;331
0;0
30;0
0;45
256;0
0;341
0;0
36;0
0;86
147;0
0;222
0;0
65;0
0;74
197;0
0;215
0;9
3;3
0;48
190;0
0;232
0;58
107;0
0;178
299;0
0;0
0;0
58;0
0;106
368;0
12;263
0;38
62;0
0;85
224;0
0;0
0;0
118;0
0;182
268;0
23;0
0;14
0;0
0;100
0;0
69;0
0;0
176;0
0;174
0;0
5;227
0;0
128;0
0;81
0;0
63;411
0;15
141;0
0;241
0;21
0;0
0;17
177;55
0;0
321;109
38;0
0;277
45;0
0;0
270;64
0;0
0;210
112;0
0;0
304;57
0;0
0;208
48;0
0;0
240;0
0;0
0;224
64;0
0;0
213;32
0;0
0;240
81;0
0;0
217;5
0;0
0;152
11;0
0;0
0;9
208;0
0;149
0;0
61;0
0;0
125;0
0;186
0;0
0;32
0;16
202;0
0;80
0;0
27;393
0;0
176;0
0;75
0;0
76;225
0;0
192;0
0;27
0;0
0;208
0;0
240;0
0;285
0;0
78;0
0;126
143;0
0;198
0;0
0;0
0;0
197;0
0;190
0;0
17;0
0;48
161;0
0;194
0;0
65;0
0;32
190;0
0;277
0;0
3;0
0;12
0;0
158;147
0;0
0;0
133;67
13;0
0;169
137;0
0;0
301;0
0;0
0;242
36;0
0;0
269;75
19;0
0;149
47;0
0;0
149;0
0;0
0;203
0;0
0;0
144;62
0;0
0;99
0;112
0;0
81;229
0;0
334;0
8;14
0;0
40;158
0;0
240;0
0;64
0;0
80;112
0;0
258;0
0;0
0;0
38;101
0;0
240;310
0;0
0;0
75;25
0;0
0;313
121;0
0;0
331;53
41;0
0;178
39;0
0;0
297;64
0;0
0;99
44;0
0;239
0;0
18;0
0;82
181;0
0;0
0;17
0;0
0;96
208;0
0;235
0;0
0;0
0;221
81;190
0;0
0;0
16;80
0;0
138;143
0;0
0;0
0;111
0;0
138;177
0;0
0;0
53;55
0;0
97;113
0;0
284;0
0;0
0;0
85;94
0;0
333;250
16;0
14;0
0;51
12;0
0;304
205;0
0;0
0;46
75;0
0;205
177;0
0;0
0;102
0;0
0;134
256;0
0;0
0;0
35;0
0;106
170;0
0;0
0;18
18;0
0;96
202;0
19;33
0;0
16;197
0;0
191;0
0;72
0;0
97;144
0;0
167;0
0;110
0;5
0;253
0;0
170;0
0;48
0;0
53;171
0;2
144;0
0;0
0;0
0;139
0;0
230;189
0;6
0;0
272;49
22;0
0;254
42;0
0;0
281;96
0;0
0;187
79;0
0;0
235;16
0;0
0;253
46;0
0;0
239;9
0;0
0;128
41;0
0;0
177;48
0;0
0;144
17;0
0;195
157;0
0;0
0;94
0;0
0;213
144;0
0;0
0;2
65;0
0;317
146;0
0;0
0;178
0;0
0;0
294;0
0;0
0;42
64;0
0;238
189;16
0;7
0;132
102;0
135;272
0;0
173;0
3;80
0;0
0;229
0;4
190;0
0;3
0;0
115;163
0;0
164;0
7;65
0;0
0;135
0;0
191;0
0;0
0;0
86;185
0;0
130;0
0;10
0;0
0;0
0;0
225;0
0;66
0;0
14;160
0;0
140;0
0;90
0;0
6;192
0;0
269;0
0;0
0;0
48;205
0;0
240;0
0;107
0;0
118;204
0;0
261;0
0;7
0;0
12;213
0;0
336;0
17;51
0;0
35;160
0;0
210;0
0;10
0;0
110;236
0;0
300;0
20;16
0;0
11;179
0;0
341;0
0;82
0;0
80;174
4;0
240;193
0;0
0;0
8;60
0;0
256;0
0;27
0;0
64;182
0;0
173;0
0;41
0;0
0;239
0;0
192;0
0;0
0;0
9;180
0;0
161;0
0;37
0;0
80;142
0;0
195;0
0;0
0;0
0;188
0;0
359;0
11;0
0;0
80;118
0;0
288;147
0;26
0;0
86;177
0;0
256;291
26;0
0;0
89;53
0;0
273;218
0;0
0;0
127;57
0;0
314;218
0;0
0;0
57;75
0;0
349;112
0;0
0;297
90;0
0;0
285;67
0;0
0;208
71;0
0;0
322;12
18;0
0;236
48;0
0;0
267;1
0;0
0;121
108;0
0;0
259;64
0;0
0;106
0;0
0;258
0;0
122;0
0;140
48;0
1;277
0;22
81;0
0;14
256;0
0;214
0;0
105;0
0;72
277;0
0;242
0;0
93;0
0;24
244;0
15;326
0;0
16;0
0;33
199;0
0;284
0;0
86;0
0;144
112;0
0;304
0;0
0;0
0;102
135;0
0;365
0;27
53;0
0;97
67;0
0;79
281;0
0;0
0;208
87;0
0;318
304;2
0;0
0;49
0;0
35;240
0;0
367;0
1;60
0;0
77;134
0;0
271;0
0;1
0;0
139;207
0;3
294;0
6;13
0;0
32;176
0;0
211;0
0;83
0;0
100;177
0;0
177;0
0;0
0;0
0;0
0;85
222;0
0;131
0;0
16;0
0;0
100;0
0;188
0;0
0;0
0;1
157;0
0;124
0;0
0;0
0;57
103;0
0;145
0;0
10;0
0;7
226;0
0;107
0;0
151;258
0;39
0;0
74;103
0;0
167;0
0;0
0;0
0;129
0;0
243;301
0;0
0;0
64;45
0;0
102;278
0;0
143;0
0;64
0;0
137;256
0;0
0;0
0;34
0;0
119;215
0;0
0;217
53;0
0;0
117;113
0;0
0;215
0;0
0;0
192;13
0;0
230;211
48;0
0;0
86;43
0;0
45;149
0;0
0;0
156;0
0;0
257;172
0;0
0;35
0;0
299;0
0;89
0;0
64;137
0;49
263;0
0;111
0;0
80;281
0;0
273;0
0;55
0;0
79;223
0;12
341;0
38;11
0;0
64;150
0;0
258;0
0;93
0;0
144;278
0;0
271;0
0;143
0;0
23;0
0;64
368;0
0;155
0;0
78;0
0;0
250;0
0;144
0;0
16;0
0;16
273;0
14;112
0;0
70;381
0;11
272;0
0;123
0;0
0;114
45;0
0;0
187;99
0;0
0;284
5;11
0;0
194;6
0;0
0;209
12;0
0;0
174;95
0;0
0;190
74;0
0;0
185;0
0;0
0;241
0;0
0;239
269;0
0;0
0;151
68;0
0;315
99;0
0;0
228;39
0;0
0;334
85;0
0;0
292;71
48;0
0;256
59;0
0;0
254;111
0;0
0;267
108;6
0;0
242;38
0;0
0;251
45;0
0;0
282;109
0;0
27;256
0;16
153;0
0;14
0;0
2;176
0;0
150;0
0;51
0;0
6;195
0;0
171;0
0;16
0;0
16;192
0;0
144;0
0;4
0;0
0;144
0;0
141;0
0;60
0;0
62;270
0;0
171;0
0;80
0;0
2;354
0;16
318;0
0;61
0;0
53;267
0;0
143;0
0;114
0;0
0;216
0;3
195;0
0;3
226;0
31;194
0;0
84;0
0;59
0;0
261;177
0;0
0;0
18;21
0;0
177;228
0;1
0;0
103;0
0;0
145;123
0;0
0;0
0;2
0;0
118;119
0;0
0;281
70;0
0;0
77;91
0;0
290;0
0;80
0;0
185;286
0;0
0;0
14;79
0;0
47;330
0;16
349;0
0;37
0;0
78;238
0;0
271;0
0;128
0;0
154;259
0;0
304;0
10;4
0;0
41;272
0;0
200;0
0;37
0;0
238;142
0;0
0;0
99;0
0;0
0;193
0;0
0;0
208;2
0;0
306;143
0;0
0;194
91;50
0;0
213;80
0;0
0;299
105;0
0;0
217;128
0;0
0;19
0;0
0;233
224;0
0;0
0;21
20;0
0;98
176;0
0;0
0;0
16;0
0;117
205;0
0;270
0;0
26;0
0;51
240;0
0;279
0;0
112;0
0;30
265;0
16;196
0;0
48;0
160;49
0;0
350;267
15;13
0;0
73;19
0;0
277;247
0;0
0;0
128;118
0;0
286;250
0;0
0;0
37;4
0;0
343;243
0;0
0;0
80;41
0;0
240;205
0;124
0;0
41;0
0;36
240;0
0;176
0;0
22;0
0;32
219;0
0;94
0;0
122;0
0;14
247;0
0;119
0;0
28;242
0;0
433;0
0;75
0;0
80;329
0;31
249;0
64;25
0;0
272;174
0;0
0;0
99;64
0;0
273;166
0;0
0;0
43;0
0;0
235;211
0;11
0;0
62;26
0;0
110;150
0;0
0;0
45;85
0;0
158;120
0;0
363;0
0;68
0;0
81;144
0;0
369;0
58;0
0;0
63;145
0;0
284;0
0;55
0;0
162;129
0;0
337;0
0;0
0;0
58;239
0;0
262;0
16;47
0;0
148;138
0;0
87;0
0;0
321;0
12;125
0;0
83;281
0;0
297;0
0;81
0;0
103;320
0;30
287;0
0;97
0;0
45;272
0;0
320;0
0;159
0;0
61;210
0;16
240;0
0;84
0;0
35;467
0;0
249;11
0;0
0;417
48;0
0;0
208;64
0;0
0;275
30;0
0;0
197;58
0;0
0;304
10;12
0;0
233;29
0;0
0;195
87;0
0;0
210;112
256;0
1;224
0;0
18;0
0;15
186;0
0;307
0;0
73;0
0;42
210;0
0;120
0;0
13;0
0;0
242;0
0;151
0;0
49;43
0;0
203;0
0;87
0;0
45;55
0;0
199;0
0;94
0;0
9;0
0;178
193;0
0;0
0;15
64;0
0;115
125;0
0;0
0;0
0;0
0;144
153;0
0;0
259;0
0;0
0;128
26;0
0;0
327;39
0;0
0;128
;0
;0
;0
;0
;119
;0
;183
;22
;0
;104
;0
;0
;0
;0
;77
;0
;320
;22
;0
;69
;0
;477
;3
;0
;109
;0
;314
