s/ ativ;c/ ativ;;;;;
26;0;;;;;
0;192;;;;;
175;0;;;;;
0;291;;;;;
0;18;;;;;
67;0;;;;;
0;49;;;;;
177;0;;;;;
0;287;;;;;
0;0;;;;;
0;0;;;;;
0;139;;;;;
319;0;;;;;
0;275;;;;;
0;0;;;;;
26;0;;;;;
0;63;;;;;
170;205;;;;;
0;0;;;;;
0;0;;;;;
0;80;;;;;
0;0;;;;;
143;208;;;;;
0;0;;;;;
0;0;;;;;
0;16;;;;;
0;0;;;;;
136;209;;;;;
0;0;;;;;
0;0;;;;;
59;80;;;;;
0;0;;;;;
131;320;;;;;
0;0;;;;;
0;0;;;;;
0;80;;;;;
0;0;;;;;
195;371;;;;;
0;58;;;;;
0;0;;;;;
0;75;;;;;
0;0;;;;;
101;298;;;;;
0;0;;;;;
285;0;;;;;
18;128;;;;;
0;0;;;;;
81;192;;;;;
0;0;;;;;
284;0;;;;;
0;0;;;;;
0;0;;;;;
67;304;;;;;
0;0;;;;;
287;0;;;;;
22;83;;;;;
0;0;;;;;
1;217;;;;;
0;0;;;;;
197;0;;;;;
0;37;;;;;
0;0;;;;;
71;322;;;;;
0;10;;;;;
187;0;;;;;
0;47;;;;;
0;0;;;;;
0;0;;;;;
0;83;;;;;
0;0;;;;;
244;10;;;;;
0;28;;;;;
305;0;;;;;
5;80;;;;;
0;0;;;;;
70;295;;;;;
0;0;;;;;
266;0;;;;;
0;176;;;;;
0;0;;;;;
92;0;;;;;
0;35;;;;;
323;0;;;;;
0;135;;;;;
0;0;;;;;
97;0;;;;;
0;3;;;;;
377;0;;;;;
26;249;;;;;
0;16;;;;;
59;0;;;;;
0;27;;;;;
223;0;;;;;
0;150;;;;;
0;0;;;;;
112;0;;;;;
0;97;;;;;
229;0;;;;;
13;188;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
336;0;;;;;
0;173;;;;;
0;0;;;;;
67;0;;;;;
0;37;;;;;
257;0;;;;;
11;246;;;;;
0;0;;;;;
10;0;;;;;
0;6;;;;;
215;0;;;;;
0;218;;;;;
0;0;;;;;
63;0;;;;;
0;66;;;;;
234;128;;;;;
14;0;;;;;
0;0;;;;;
246;0;;;;;
0;0;;;;;
0;139;;;;;
0;0;;;;;
0;0;;;;;
141;71;;;;;
0;0;;;;;
0;94;;;;;
0;0;;;;;
0;129;;;;;
137;0;;;;;
0;0;;;;;
0;194;;;;;
0;0;;;;;
0;304;;;;;
92;0;;;;;
0;0;;;;;
0;38;;;;;
57;0;;;;;
0;242;;;;;
99;0;;;;;
0;0;;;;;
299;28;;;;;
0;0;;;;;
0;279;;;;;
107;41;;;;;
0;0;;;;;
226;173;;;;;
0;0;;;;;
0;0;;;;;
16;7;;;;;
0;0;;;;;
332;295;;;;;
0;0;;;;;
0;163;;;;;
31;0;;;;;
0;0;;;;;
151;117;;;;;
0;0;;;;;
0;464;;;;;
0;19;;;;;
0;0;;;;;
182;2;;;;;
0;0;;;;;
0;161;;;;;
0;0;;;;;
0;0;;;;;
129;197;;;;;
0;0;;;;;
298;0;;;;;
0;5;;;;;
0;0;;;;;
12;166;;;;;
0;0;;;;;
214;0;;;;;
0;93;;;;;
0;0;;;;;
98;193;;;;;
0;12;;;;;
195;0;;;;;
0;0;;;;;
0;0;;;;;
16;188;;;;;
0;0;;;;;
284;0;;;;;
0;96;;;;;
0;0;;;;;
69;193;;;;;
0;0;;;;;
220;0;;;;;
0;0;;;;;
0;0;;;;;
30;270;;;;;
0;0;;;;;
225;0;;;;;
1;49;;;;;
0;0;;;;;
4;175;;;;;
0;0;;;;;
223;0;;;;;
0;14;;;;;
0;0;;;;;
106;240;;;;;
0;0;;;;;
201;0;;;;;
0;29;;;;;
0;0;;;;;
0;181;;;;;
0;0;;;;;
286;0;;;;;
0;67;;;;;
0;0;;;;;
58;208;;;;;
0;0;;;;;
205;0;;;;;
0;99;;;;;
0;0;;;;;
64;271;;;;;
0;83;;;;;
207;0;;;;;
0;288;;;;;
0;46;;;;;
0;0;;;;;
0;97;;;;;
124;0;;;;;
0;0;;;;;
0;0;;;;;
70;0;;;;;
0;138;;;;;
128;0;;;;;
0;0;;;;;
210;48;;;;;
0;0;;;;;
0;85;;;;;
172;0;;;;;
0;114;;;;;
126;0;;;;;
5;0;;;;;
0;154;;;;;
86;0;;;;;
0;144;;;;;
182;0;;;;;
0;0;;;;;
0;70;;;;;
133;0;;;;;
6;144;;;;;
281;0;;;;;
0;0;;;;;
0;58;;;;;
118;0;;;;;
0;106;;;;;
102;0;;;;;
48;43;;;;;
0;31;;;;;
144;0;;;;;
0;161;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
85;0;;;;;
0;111;;;;;
325;0;;;;;
0;81;;;;;
0;45;;;;;
41;0;;;;;
0;115;;;;;
400;313;;;;;
0;0;;;;;
0;0;;;;;
0;71;;;;;
1;0;;;;;
0;3;;;;;
99;29;;;;;
0;0;;;;;
203;140;;;;;
0;0;;;;;
0;129;;;;;
100;0;;;;;
0;0;;;;;
298;112;;;;;
0;0;;;;;
0;70;;;;;
82;48;;;;;
0;0;;;;;
353;105;;;;;
6;0;;;;;
0;288;;;;;
49;0;;;;;
0;0;;;;;
231;161;;;;;
0;0;;;;;
0;333;;;;;
114;32;;;;;
0;0;;;;;
257;42;;;;;
19;0;;;;;
0;307;;;;;
39;0;;;;;
0;0;;;;;
236;203;;;;;
0;0;;;;;
0;0;;;;;
74;0;;;;;
0;0;;;;;
171;76;;;;;
0;0;;;;;
0;225;;;;;
0;0;;;;;
0;0;;;;;
259;126;;;;;
0;0;;;;;
0;0;;;;;
35;0;;;;;
0;0;;;;;
195;73;;;;;
0;226;;;;;
0;0;;;;;
98;0;;;;;
0;80;;;;;
0;0;;;;;
169;237;;;;;
0;0;;;;;
0;0;;;;;
5;59;;;;;
0;0;;;;;
223;363;;;;;
0;18;;;;;
0;0;;;;;
28;85;;;;;
0;0;;;;;
158;271;;;;;
0;0;;;;;
0;0;;;;;
73;173;;;;;
0;0;;;;;
171;359;;;;;
0;48;;;;;
0;0;;;;;
0;51;;;;;
0;0;;;;;
116;291;;;;;
0;0;;;;;
0;0;;;;;
49;154;;;;;
0;0;;;;;
80;124;;;;;
0;48;;;;;
285;0;;;;;
0;69;;;;;
0;0;;;;;
144;111;;;;;
0;0;;;;;
299;0;;;;;
0;174;;;;;
0;0;;;;;
80;0;;;;;
0;0;;;;;
379;0;;;;;
0;109;;;;;
0;0;;;;;
94;0;;;;;
0;0;;;;;
261;0;;;;;
0;147;;;;;
0;38;;;;;
48;0;;;;;
0;176;;;;;
272;0;;;;;
13;0;;;;;
35;87;;;;;
0;0;;;;;
55;179;;;;;
0;0;;;;;
270;0;;;;;
0;0;;;;;
0;0;;;;;
155;213;;;;;
0;0;;;;;
317;295;;;;;
0;0;;;;;
0;0;;;;;
83;64;;;;;
0;0;;;;;
270;206;;;;;
0;0;;;;;
0;0;;;;;
113;77;;;;;
0;0;;;;;
285;163;;;;;
0;0;;;;;
0;0;;;;;
105;0;;;;;
0;0;;;;;
385;218;;;;;
25;0;;;;;
0;0;;;;;
120;0;;;;;
0;0;;;;;
0;256;;;;;
0;0;;;;;
0;0;;;;;
106;47;;;;;
0;0;;;;;
0;141;;;;;
48;0;;;;;
0;0;;;;;
73;0;;;;;
0;0;;;;;
312;144;;;;;
0;0;;;;;
0;80;;;;;
49;54;;;;;
0;0;;;;;
203;125;;;;;
0;80;;;;;
0;0;;;;;
0;110;;;;;
0;0;;;;;
0;0;;;;;
364;0;;;;;
45;0;;;;;
0;222;;;;;
102;0;;;;;
0;0;;;;;
294;18;;;;;
0;0;;;;;
0;121;;;;;
118;0;;;;;
0;0;;;;;
286;58;;;;;
24;0;;;;;
0;197;;;;;
37;16;;;;;
0;0;;;;;
258;4;;;;;
0;0;;;;;
0;247;;;;;
16;0;;;;;
0;0;;;;;
138;35;;;;;
0;0;;;;;
384;175;;;;;
93;0;;;;;
58;0;;;;;
258;0;;;;;
35;0;;;;;
284;134;;;;;
0;0;;;;;
0;0;;;;;
38;50;;;;;
0;0;;;;;
277;149;;;;;
0;0;;;;;
0;0;;;;;
64;0;;;;;
0;0;;;;;
224;234;;;;;
0;0;;;;;
0;0;;;;;
44;45;;;;;
0;0;;;;;
269;223;;;;;
0;0;;;;;
0;0;;;;;
80;86;;;;;
11;0;;;;;
0;0;;;;;
209;117;;;;;
0;0;;;;;
0;0;;;;;
128;0;;;;;
0;0;;;;;
240;208;;;;;
0;0;;;;;
0;0;;;;;
45;32;;;;;
0;0;;;;;
283;144;;;;;
0;0;;;;;
0;0;;;;;
37;49;;;;;
0;0;;;;;
163;163;;;;;
0;11;;;;;
0;0;;;;;
98;0;;;;;
0;0;;;;;
245;73;;;;;
9;0;;;;;
0;288;;;;;
4;9;;;;;
0;0;;;;;
198;201;;;;;
0;112;;;;;
0;499;;;;;
99;213;;;;;
0;91;;;;;
206;64;;;;;
0;0;;;;;
0;209;;;;;
2;0;;;;;
0;0;;;;;
176;79;;;;;
0;40;;;;;
0;107;;;;;
75;0;;;;;
0;0;;;;;
293;128;;;;;
0;0;;;;;
0;293;;;;;
56;22;;;;;
0;0;;;;;
307;75;;;;;
19;0;;;;;
185;0;;;;;
0;0;;;;;
0;159;;;;;
5;0;;;;;
0;0;;;;;
103;80;;;;;
0;0;;;;;
0;119;;;;;
33;0;;;;;
0;307;;;;;
108;0;;;;;
0;0;;;;;
351;174;;;;;
0;0;;;;;
0;0;;;;;
98;16;;;;;
0;0;;;;;
356;102;;;;;
36;0;;;;;
0;396;;;;;
58;16;;;;;
0;0;;;;;
265;129;;;;;
0;0;;;;;
0;0;;;;;
167;0;;;;;
0;0;;;;;
250;89;;;;;
0;0;;;;;
0;355;;;;;
2;48;;;;;
0;0;;;;;
188;77;;;;;
0;0;;;;;
0;288;;;;;
97;0;;;;;
0;0;;;;;
299;147;;;;;
0;0;;;;;
0;400;;;;;
52;57;;;;;
0;0;;;;;
336;45;;;;;
16;0;;;;;
0;272;;;;;
80;0;;;;;
0;0;;;;;
252;0;;;;;
0;98;;;;;
0;0;;;;;
0;368;;;;;
106;0;;;;;
0;0;;;;;
256;78;;;;;
8;0;;;;;
0;368;;;;;
1;16;;;;;
0;0;;;;;
217;85;;;;;
0;0;;;;;
0;95;;;;;
77;0;;;;;
0;0;;;;;
256;85;;;;;
0;0;;;;;
0;0;;;;;
25;64;;;;;
0;0;;;;;
290;196;;;;;
0;0;;;;;
0;0;;;;;
70;0;;;;;
0;0;;;;;
252;247;;;;;
0;0;;;;;
0;0;;;;;
119;34;;;;;
0;0;;;;;
306;188;;;;;
31;0;;;;;
0;0;;;;;
33;2;;;;;
0;0;;;;;
201;121;;;;;
0;0;;;;;
0;299;;;;;
96;0;;;;;
0;0;;;;;
215;90;;;;;
0;0;;;;;
0;317;;;;;
0;38;;;;;
0;0;;;;;
246;80;;;;;
0;0;;;;;
0;0;;;;;
32;0;;;;;
0;0;;;;;
176;134;;;;;
240;16;;;;;
0;0;;;;;
0;50;;;;;
98;0;;;;;
0;241;;;;;
240;0;;;;;
12;0;;;;;
0;96;;;;;
16;0;;;;;
0;208;;;;;
173;0;;;;;
0;0;;;;;
0;1;;;;;
53;0;;;;;
0;300;;;;;
150;0;;;;;
0;0;;;;;
0;61;;;;;
0;0;;;;;
0;122;;;;;
207;0;;;;;
0;0;;;;;
302;0;;;;;
52;0;;;;;
0;112;;;;;
63;0;;;;;
0;319;;;;;
256;0;;;;;
0;0;;;;;
0;49;;;;;
80;0;;;;;
0;356;;;;;
256;5;;;;;
0;0;;;;;
0;49;;;;;
70;0;;;;;
0;212;;;;;
223;0;;;;;
11;0;;;;;
0;58;;;;;
19;0;;;;;
0;323;;;;;
237;27;;;;;
0;0;;;;;
0;35;;;;;
112;0;;;;;
0;221;;;;;
130;0;;;;;
0;0;;;;;
0;114;;;;;
57;50;;;;;
0;0;;;;;
147;173;;;;;
0;0;;;;;
0;0;;;;;
0;79;;;;;
0;0;;;;;
107;240;;;;;
0;2;;;;;
0;0;;;;;
53;1;;;;;
29;0;;;;;
265;192;;;;;
0;0;;;;;
0;0;;;;;
55;99;;;;;
0;0;;;;;
183;240;;;;;
0;9;;;;;
0;0;;;;;
26;2;;;;;
0;0;;;;;
143;105;;;;;
0;0;;;;;
0;80;;;;;
0;3;;;;;
0;0;;;;;
193;177;;;;;
0;90;;;;;
0;465;;;;;
48;104;;;;;
0;13;;;;;
135;85;;;;;
0;0;;;;;
0;255;;;;;
0;0;;;;;
0;0;;;;;
144;63;;;;;
0;0;;;;;
245;278;;;;;
0;0;;;;;
0;0;;;;;
80;107;;;;;
0;0;;;;;
395;289;;;;;
30;0;;;;;
0;0;;;;;
98;48;;;;;
162;0;;;;;
0;0;;;;;
0;0;;;;;
0;128;;;;;
0;0;;;;;
138;0;;;;;
0;35;;;;;
0;0;;;;;
22;93;;;;;
0;0;;;;;
80;221;;;;;
0;0;;;;;
95;0;;;;;
0;194;;;;;
0;0;;;;;
151;336;;;;;
1;32;;;;;
320;0;;;;;
0;64;;;;;
0;0;;;;;
64;340;;;;;
0;4;;;;;
211;0;;;;;
0;144;;;;;
0;1;;;;;
93;327;;;;;
0;0;;;;;
271;0;;;;;
0;112;;;;;
0;0;;;;;
190;0;;;;;
0;62;;;;;
231;0;;;;;
17;155;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
129;0;;;;;
0;173;;;;;
0;0;;;;;
32;0;;;;;
0;54;;;;;
144;0;;;;;
0;142;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
186;0;;;;;
0;194;;;;;
0;275;;;;;
7;0;;;;;
0;0;;;;;
137;32;;;;;
0;0;;;;;
294;229;;;;;
28;4;;;;;
0;0;;;;;
49;23;;;;;
0;0;;;;;
419;183;;;;;
0;0;;;;;
0;0;;;;;
115;80;;;;;
15;3;;;;;
383;176;;;;;
0;0;;;;;
0;0;;;;;
96;17;;;;;
0;0;;;;;
251;132;;;;;
0;11;;;;;
0;346;;;;;
97;0;;;;;
0;0;;;;;
297;70;;;;;
0;0;;;;;
0;332;;;;;
89;38;;;;;
0;0;;;;;
352;50;;;;;
36;0;;;;;
0;256;;;;;
97;0;;;;;
0;0;;;;;
54;112;;;;;
0;0;;;;;
0;222;;;;;
197;0;;;;;
0;0;;;;;
0;0;;;;;
16;0;;;;;
0;240;;;;;
113;0;;;;;
0;0;;;;;
0;38;;;;;
0;0;;;;;
0;124;;;;;
176;0;;;;;
0;0;;;;;
307;0;;;;;
233;110;;;;;
0;0;;;;;
0;275;;;;;
179;39;;;;;
0;0;;;;;
270;68;;;;;
0;0;;;;;
0;287;;;;;
45;0;;;;;
0;0;;;;;
443;167;;;;;
0;0;;;;;
0;334;;;;;
85;0;;;;;
0;0;;;;;
308;48;;;;;
0;0;;;;;
0;464;;;;;
61;0;;;;;
0;0;;;;;
270;101;;;;;
0;0;;;;;
0;265;;;;;
60;0;;;;;
0;0;;;;;
240;65;;;;;
0;0;;;;;
0;379;;;;;
74;50;;;;;
0;0;;;;;
350;80;;;;;
21;0;;;;;
0;253;;;;;
69;0;;;;;
0;0;;;;;
277;144;;;;;
0;0;;;;;
0;345;;;;;
20;35;;;;;
0;0;;;;;
240;33;;;;;
0;0;;;;;
0;275;;;;;
176;0;;;;;
98;0;;;;;
469;162;;;;;
112;67;;;;;
0;0;;;;;
31;129;;;;;
0;0;;;;;
182;0;;;;;
0;0;;;;;
0;0;;;;;
91;135;;;;;
0;0;;;;;
209;0;;;;;
0;36;;;;;
0;0;;;;;
0;84;;;;;
0;0;;;;;
151;0;;;;;
0;0;;;;;
0;0;;;;;
22;167;;;;;
0;0;;;;;
155;294;;;;;
0;0;;;;;
0;0;;;;;
0;44;;;;;
0;0;;;;;
192;357;;;;;
0;10;;;;;
0;0;;;;;
56;86;;;;;
0;0;;;;;
139;256;;;;;
0;0;;;;;
0;0;;;;;
0;50;;;;;
0;0;;;;;
161;342;;;;;
0;20;;;;;
0;0;;;;;
0;66;;;;;
0;0;;;;;
126;245;;;;;
0;0;;;;;
0;0;;;;;
62;89;;;;;
0;0;;;;;
133;219;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
133;257;;;;;
0;173;;;;;
0;0;;;;;
18;302;;;;;
234;0;;;;;
0;0;;;;;
0;52;;;;;
16;0;;;;;
0;262;;;;;
133;0;;;;;
0;0;;;;;
0;94;;;;;
69;0;;;;;
0;285;;;;;
176;0;;;;;
13;0;;;;;
0;57;;;;;
0;0;;;;;
0;349;;;;;
214;35;;;;;
0;0;;;;;
0;85;;;;;
35;0;;;;;
0;240;;;;;
82;0;;;;;
0;0;;;;;
295;50;;;;;
0;0;;;;;
0;256;;;;;
163;0;;;;;
0;0;;;;;
296;32;;;;;
0;0;;;;;
0;219;;;;;
16;0;;;;;
0;0;;;;;
322;100;;;;;
0;0;;;;;
0;301;;;;;
109;0;;;;;
0;0;;;;;
245;48;;;;;
0;0;;;;;
0;411;;;;;
20;0;;;;;
0;0;;;;;
263;53;;;;;
0;0;;;;;
0;202;;;;;
46;150;;;;;
0;0;;;;;
220;0;;;;;
0;10;;;;;
0;0;;;;;
123;204;;;;;
0;0;;;;;
0;0;;;;;
0;17;;;;;
0;0;;;;;
51;179;;;;;
0;0;;;;;
208;0;;;;;
0;48;;;;;
0;0;;;;;
147;234;;;;;
101;0;;;;;
253;0;;;;;
65;0;;;;;
0;0;;;;;
46;177;;;;;
0;0;;;;;
100;0;;;;;
0;87;;;;;
0;0;;;;;
0;228;;;;;
0;0;;;;;
131;0;;;;;
0;0;;;;;
279;0;;;;;
0;239;;;;;
0;0;;;;;
16;0;;;;;
0;41;;;;;
239;0;;;;;
0;171;;;;;
0;0;;;;;
101;0;;;;;
0;2;;;;;
250;0;;;;;
0;208;;;;;
0;0;;;;;
37;0;;;;;
0;16;;;;;
271;0;;;;;
13;182;;;;;
0;0;;;;;
46;0;;;;;
0;79;;;;;
198;0;;;;;
0;182;;;;;
0;0;;;;;
106;0;;;;;
16;0;;;;;
0;141;;;;;
0;0;;;;;
0;0;;;;;
182;73;;;;;
0;0;;;;;
0;151;;;;;
58;0;;;;;
0;0;;;;;
223;0;;;;;
0;0;;;;;
0;202;;;;;
3;0;;;;;
0;0;;;;;
251;13;;;;;
0;0;;;;;
0;124;;;;;
43;0;;;;;
0;0;;;;;
202;0;;;;;
0;0;;;;;
0;133;;;;;
85;0;;;;;
0;91;;;;;
260;0;;;;;
1;0;;;;;
0;125;;;;;
48;0;;;;;
0;359;;;;;
213;32;;;;;
0;0;;;;;
0;100;;;;;
101;0;;;;;
0;31;;;;;
250;0;;;;;
12;0;;;;;
0;122;;;;;
16;0;;;;;
0;163;;;;;
177;3;;;;;
0;0;;;;;
0;81;;;;;
23;0;;;;;
0;293;;;;;
111;0;;;;;
0;0;;;;;
0;166;;;;;
0;223;;;;;
0;0;;;;;
192;0;;;;;
272;31;;;;;
0;0;;;;;
0;176;;;;;
21;0;;;;;
0;0;;;;;
287;11;;;;;
0;0;;;;;
0;206;;;;;
113;0;;;;;
0;0;;;;;
202;16;;;;;
0;0;;;;;
0;193;;;;;
27;0;;;;;
0;0;;;;;
166;87;;;;;
0;0;;;;;
0;193;;;;;
107;0;;;;;
0;0;;;;;
241;13;;;;;
0;0;;;;;
0;252;;;;;
53;0;;;;;
0;0;;;;;
320;44;;;;;
2;0;;;;;
0;166;;;;;
37;0;;;;;
0;0;;;;;
258;10;;;;;
0;0;;;;;
0;190;;;;;
61;0;;;;;
0;0;;;;;
350;16;;;;;
25;0;;;;;
0;190;;;;;
262;0;;;;;
0;0;;;;;
0;89;;;;;
311;0;;;;;
0;195;;;;;
0;0;;;;;
31;0;;;;;
0;0;;;;;
233;0;;;;;
0;336;;;;;
154;118;;;;;
0;0;;;;;
261;297;;;;;
0;0;;;;;
0;0;;;;;
39;80;;;;;
0;0;;;;;
394;399;;;;;
0;19;;;;;
0;0;;;;;
67;153;;;;;
0;0;;;;;
240;306;;;;;
0;64;;;;;
0;0;;;;;
45;81;;;;;
0;0;;;;;
257;82;;;;;
16;0;;;;;
0;0;;;;;
5;149;;;;;
0;0;;;;;
194;127;;;;;
0;0;;;;;
0;0;;;;;
113;131;;;;;
0;0;;;;;
257;0;;;;;
16;33;;;;;
0;0;;;;;
0;114;;;;;
0;0;;;;;
182;0;;;;;
0;0;;;;;
0;0;;;;;
47;217;;;;;
0;0;;;;;
176;210;;;;;
0;51;;;;;
0;0;;;;;
6;82;;;;;
0;0;;;;;
226;123;;;;;
0;0;;;;;
0;0;;;;;
23;178;;;;;
0;0;;;;;
112;0;;;;;
0;278;;;;;
0;2;;;;;
14;0;;;;;
0;62;;;;;
287;0;;;;;
0;201;;;;;
0;0;;;;;
75;0;;;;;
0;61;;;;;
258;0;;;;;
13;163;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
163;0;;;;;
0;177;;;;;
0;0;;;;;
49;0;;;;;
0;10;;;;;
112;0;;;;;
0;170;;;;;
0;0;;;;;
0;0;;;;;
0;79;;;;;
198;0;;;;;
0;180;;;;;
326;0;;;;;
48;0;;;;;
0;0;;;;;
76;0;;;;;
0;176;;;;;
64;0;;;;;
0;0;;;;;
0;36;;;;;
143;0;;;;;
0;161;;;;;
313;0;;;;;
0;0;;;;;
0;11;;;;;
80;0;;;;;
0;320;;;;;
259;0;;;;;
0;0;;;;;
0;46;;;;;
48;0;;;;;
0;213;;;;;
198;0;;;;;
0;0;;;;;
0;130;;;;;
42;54;;;;;
0;0;;;;;
0;111;;;;;
0;0;;;;;
21;0;;;;;
0;0;;;;;
215;0;;;;;
0;231;;;;;
0;0;;;;;
32;0;;;;;
0;69;;;;;
179;0;;;;;
0;135;;;;;
0;0;;;;;
4;0;;;;;
0;0;;;;;
157;0;;;;;
0;265;;;;;
0;0;;;;;
90;0;;;;;
0;26;;;;;
146;0;;;;;
0;176;;;;;
0;0;;;;;
0;0;;;;;
0;117;;;;;
196;0;;;;;
0;0;;;;;
0;81;;;;;
45;1;;;;;
0;27;;;;;
167;176;;;;;
0;0;;;;;
0;252;;;;;
16;0;;;;;
0;0;;;;;
234;0;;;;;
0;18;;;;;
0;101;;;;;
0;0;;;;;
0;265;;;;;
130;28;;;;;
0;0;;;;;
0;23;;;;;
0;0;;;;;
0;232;;;;;
96;0;;;;;
0;0;;;;;
261;69;;;;;
0;0;;;;;
0;196;;;;;
87;0;;;;;
0;0;;;;;
272;38;;;;;
0;0;;;;;
0;135;;;;;
116;0;;;;;
0;0;;;;;
0;0;;;;;
15;0;;;;;
0;169;;;;;
174;0;;;;;
0;0;;;;;
0;0;;;;;
2;0;;;;;
0;112;;;;;
179;0;;;;;
0;0;;;;;
0;64;;;;;
0;0;;;;;
0;147;;;;;
144;0;;;;;
0;306;;;;;
0;0;;;;;
47;0;;;;;
0;192;;;;;
113;0;;;;;
0;0;;;;;
9;19;;;;;
0;0;;;;;
0;125;;;;;
114;0;;;;;
0;273;;;;;
300;0;;;;;
11;0;;;;;
0;110;;;;;
33;0;;;;;
0;198;;;;;
282;0;;;;;
0;0;;;;;
0;15;;;;;
139;0;;;;;
0;176;;;;;
275;0;;;;;
0;0;;;;;
0;0;;;;;
53;0;;;;;
0;108;;;;;
384;0;;;;;
6;44;;;;;
0;297;;;;;
91;16;;;;;
0;0;;;;;
313;50;;;;;
0;0;;;;;
0;267;;;;;
0;0;;;;;
108;0;;;;;
0;93;;;;;
299;0;;;;;
0;213;;;;;
0;0;;;;;
51;0;;;;;
0;125;;;;;
293;0;;;;;
0;366;;;;;
0;0;;;;;
131;0;;;;;
0;75;;;;;
261;0;;;;;
0;230;;;;;
0;14;;;;;
109;0;;;;;
0;13;;;;;
0;0;;;;;
5;198;;;;;
0;0;;;;;
96;0;;;;;
0;73;;;;;
275;0;;;;;
0;273;;;;;
0;0;;;;;
101;0;;;;;
0;37;;;;;
347;0;;;;;
46;172;;;;;
0;0;;;;;
48;0;;;;;
0;115;;;;;
262;0;;;;;
0;0;;;;;
0;0;;;;;
63;0;;;;;
0;140;;;;;
189;0;;;;;
0;0;;;;;
0;7;;;;;
0;0;;;;;
0;86;;;;;
281;0;;;;;
0;0;;;;;
0;112;;;;;
89;0;;;;;
0;272;;;;;
0;5;;;;;
0;0;;;;;
0;35;;;;;
240;0;;;;;
0;249;;;;;
0;0;;;;;
63;0;;;;;
0;58;;;;;
99;0;;;;;
0;154;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
144;0;;;;;
0;186;;;;;
58;0;;;;;
0;0;;;;;
0;7;;;;;
81;0;;;;;
0;145;;;;;
215;0;;;;;
0;0;;;;;
0;98;;;;;
90;0;;;;;
0;164;;;;;
249;0;;;;;
0;0;;;;;
0;0;;;;;
105;0;;;;;
0;117;;;;;
368;0;;;;;
39;15;;;;;
0;48;;;;;
85;0;;;;;
0;58;;;;;
297;0;;;;;
0;297;;;;;
0;0;;;;;
155;0;;;;;
0;105;;;;;
293;0;;;;;
0;318;;;;;
0;46;;;;;
50;0;;;;;
0;31;;;;;
396;48;;;;;
0;0;;;;;
0;167;;;;;
225;16;;;;;
15;0;;;;;
15;0;;;;;
0;0;;;;;
37;121;;;;;
0;0;;;;;
213;0;;;;;
0;64;;;;;
0;0;;;;;
49;134;;;;;
0;0;;;;;
256;0;;;;;
0;0;;;;;
0;0;;;;;
0;179;;;;;
0;0;;;;;
189;271;;;;;
0;6;;;;;
0;0;;;;;
65;87;;;;;
0;0;;;;;
178;391;;;;;
0;0;;;;;
0;0;;;;;
0;142;;;;;
0;0;;;;;
243;274;;;;;
0;0;;;;;
0;0;;;;;
51;50;;;;;
0;0;;;;;
188;330;;;;;
0;0;;;;;
0;0;;;;;
46;88;;;;;
0;0;;;;;
285;301;;;;;
23;0;;;;;
0;0;;;;;
64;160;;;;;
0;0;;;;;
257;240;;;;;
0;0;;;;;
0;0;;;;;
115;86;;;;;
0;0;;;;;
198;0;;;;;
0;115;;;;;
0;0;;;;;
0;309;;;;;
0;41;;;;;
188;0;;;;;
115;101;;;;;
0;0;;;;;
234;0;;;;;
0;0;;;;;
0;0;;;;;
20;101;;;;;
0;0;;;;;
276;254;;;;;
0;0;;;;;
0;0;;;;;
43;73;;;;;
0;0;;;;;
213;450;;;;;
0;14;;;;;
0;0;;;;;
69;99;;;;;
0;0;;;;;
171;0;;;;;
0;0;;;;;
0;0;;;;;
0;167;;;;;
0;0;;;;;
168;0;;;;;
0;82;;;;;
0;0;;;;;
64;212;;;;;
0;0;;;;;
132;0;;;;;
0;34;;;;;
0;0;;;;;
0;274;;;;;
0;0;;;;;
164;0;;;;;
0;87;;;;;
320;0;;;;;
0;290;;;;;
0;0;;;;;
64;0;;;;;
0;80;;;;;
369;0;;;;;
32;373;;;;;
0;2;;;;;
71;0;;;;;
0;90;;;;;
305;0;;;;;
0;0;;;;;
0;32;;;;;
176;0;;;;;
0;178;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
164;0;;;;;
0;198;;;;;
0;0;;;;;
51;0;;;;;
0;118;;;;;
207;0;;;;;
0;193;;;;;
0;0;;;;;
3;0;;;;;
0;5;;;;;
226;0;;;;;
0;304;;;;;
0;0;;;;;
33;0;;;;;
0;49;;;;;
213;0;;;;;
0;186;;;;;
0;0;;;;;
80;0;;;;;
0;26;;;;;
169;0;;;;;
0;170;;;;;
0;0;;;;;
0;0;;;;;
0;16;;;;;
235;0;;;;;
0;119;;;;;
227;0;;;;;
16;0;;;;;
0;11;;;;;
111;0;;;;;
0;154;;;;;
300;0;;;;;
0;0;;;;;
0;0;;;;;
130;0;;;;;
0;130;;;;;
289;0;;;;;
0;0;;;;;
0;59;;;;;
83;0;;;;;
0;102;;;;;
323;0;;;;;
24;0;;;;;
