s/ ativ;c/ ativ
11;0
0;0
0;69
232;0
0;382
0;1
21;0
0;128
111;0
0;255
0;0
0;0
0;46
144;0
0;301
274;0
0;0
0;43
80;0
0;212
369;0
29;0
0;99
83;0
0;212
282;0
0;0
0;0
84;0
0;170
332;0
14;0
0;79
67;0
0;277
289;0
0;0
0;58
117;0
0;336
289;26
0;0
0;281
302;26
0;0
0;66
67;0
0;432
228;0
0;0
0;93
13;0
0;265
301;0
0;0
0;48
30;0
0;245
213;20
0;0
0;3
0;0
0;151
125;0
0;0
0;27
0;0
0;167
133;0
0;0
0;0
46;0
0;158
126;0
0;0
0;92
0;0
0;195
181;0
0;0
0;0
26;0
0;256
118;0
0;0
0;48
22;0
0;161
128;0
0;0
0;98
0;0
0;11
128;68
55;0
0;96
135;0
0;54
0;0
1;0
0;231
194;0
0;229
0;0
22;0
0;67
107;0
0;0
0;0
0;0
0;272
158;0
0;0
0;7
0;0
0;174
125;0
0;0
0;97
14;0
0;215
138;0
0;0
0;0
0;0
0;176
90;0
0;0
0;30
64;0
0;110
258;0
16;0
0;0
38;0
0;183
272;0
0;0
0;24
124;0
0;129
229;0
0;0
0;64
11;0
0;125
0;0
6;257
0;0
66;0
0;129
385;0
7;240
0;0
103;0
0;97
229;0
0;30
0;60
57;0
0;106
343;0
19;0
0;0
88;0
0;208
278;0
0;0
0;33
158;0
0;125
339;0
43;0
0;43
97;0
0;161
0;16
0;0
0;0
220;0
0;160
0;0
16;0
0;80
113;0
0;156
0;0
51;0
0;0
176;0
0;151
0;0
0;0
0;15
132;0
78;276
0;0
133;0
0;66
0;0
0;223
0;0
144;0
0;0
295;0
0;168
0;0
53;0
0;75
388;0
0;127
0;0
145;0
0;0
242;0
0;182
0;0
32;320
0;0
208;0
0;47
0;0
16;325
0;0
178;0
0;79
0;0
20;194
0;0
137;0
0;22
0;0
0;238
0;18
132;0
0;0
0;0
26;129
0;0
144;0
0;75
0;0
0;157
0;0
180;0
0;245
0;0
171;0
0;64
337;0
6;144
0;0
65;0
0;0
227;0
0;144
0;0
65;0
0;0
176;0
0;137
0;0
0;0
0;37
192;0
0;128
0;0
71;0
0;0
117;0
0;190
0;0
0;365
0;22
77;0
0;91
269;0
0;0
0;0
54;0
0;192
300;0
1;0
0;13
33;0
0;112
227;0
0;0
0;0
122;0
0;143
249;0
16;0
0;17
37;0
188;171
0;0
0;0
0;266
0;16
126;0
0;43
0;0
0;241
0;0
209;0
0;111
0;0
0;209
0;0
42;0
0;117
217;0
0;400
0;0
99;0
0;55
193;0
0;286
0;29
2;0
0;5
256;0
0;211
0;0
48;0
0;34
169;0
0;175
0;0
81;0
0;5
239;0
2;314
0;0
106;0
0;32
320;0
0;195
0;0
58;0
0;15
241;0
0;165
0;0
112;0
0;55
54;0
0;256
250;19
0;0
0;41
94;0
0;272
165;0
0;0
0;117
9;0
0;299
208;0
0;0
0;48
80;0
0;368
213;0
7;0
0;87
0;0
0;298
182;0
0;0
0;67
48;0
0;340
170;32
0;0
0;69
11;0
0;240
176;0
0;0
0;142
10;0
0;336
187;9
0;0
0;80
61;0
0;256
100;0
0;0
291;98
0;0
0;263
144;172
0;0
139;0
0;0
0;0
37;309
0;0
161;0
0;111
0;0
0;198
0;0
85;0
0;42
252;0
58;326
0;7
91;0
0;44
284;0
0;179
0;0
125;0
0;21
266;0
0;227
0;0
18;0
0;14
201;0
0;201
0;0
19;0
0;91
164;0
0;234
0;6
16;0
0;0
137;0
0;183
0;0
0;0
0;50
128;0
0;230
335;0
21;0
0;0
50;0
0;103
240;176
0;0
278;0
0;0
0;0
128;112
0;0
235;92
7;48
0;0
0;63
0;0
178;264
0;0
0;0
91;117
0;0
199;231
0;0
0;0
23;34
0;0
241;286
0;0
0;0
29;55
0;0
170;247
0;0
0;0
67;37
0;0
130;309
0;24
0;0
0;100
0;0
208;0
0;0
0;0
19;176
0;0
93;322
0;6
235;0
0;103
0;0
141;239
0;151
318;0
11;271
0;0
86;0
0;30
282;0
0;227
0;0
60;0
0;48
347;0
13;171
0;0
79;0
0;35
284;0
0;178
0;0
80;0
0;75
306;0
0;0
0;0
44;0
0;124
249;0
0;336
0;11
58;0
0;91
169;0
0;0
0;0
14;0
0;144
208;0
0;306
0;0
23;0
0;62
176;0
0;379
0;21
87;0
0;82
74;0
0;291
176;0
0;0
0;293
80;0
0;0
0;36
157;0
0;197
0;0
0;0
0;112
139;0
0;206
0;5
64;0
0;0
96;0
0;172
155;0
0;0
0;26
89;0
0;85
226;0
5;288
0;0
0;0
0;130
160;0
0;167
0;0
68;0
0;51
134;0
0;299
0;0
0;0
0;64
243;0
0;275
0;0
16;0
0;128
155;0
0;208
0;0
80;0
0;85
202;0
0;0
0;0
0;0
0;0
261;23
0;0
0;150
41;0
0;0
225;0
0;0
0;119
69;0
0;295
247;0
0;0
0;81
37;0
0;326
240;23
18;0
0;67
43;0
0;266
220;0
0;0
0;75
80;0
0;216
152;0
0;0
0;0
0;0
0;144
229;0
0;0
0;0
16;0
0;37
109;0
0;244
0;0
0;0
0;86
204;0
0;191
0;0
33;0
0;31
205;0
0;241
0;0
98;0
0;59
218;54
3;0
0;82
0;0
0;0
141;0
0;0
295;208
0;0
0;0
90;55
0;0
0;152
37;0
0;0
151;8
0;0
0;179
0;0
0;0
170;0
0;0
0;128
78;0
0;0
269;64
0;0
0;141
9;0
0;0
206;0
0;0
0;128
13;0
0;307
112;16
0;0
0;0
48;0
0;272
163;0
0;0
0;85
0;0
0;128
205;0
0;0
238;0
25;0
0;281
219;0
0;0
0;38
0;0
0;324
139;0
0;0
0;76
0;0
0;245
213;0
0;0
254;113
5;0
0;266
97;13
0;1
0;55
0;0
0;253
113;0
0;0
305;97
0;0
0;205
85;0
0;0
0;8
62;0
0;153
91;0
0;0
289;14
0;0
0;144
159;0
0;0
282;6
0;0
0;192
16;0
0;0
343;0
0;0
0;131
112;0
0;0
291;43
48;0
0;131
48;0
0;0
395;0
0;176
0;0
0;0
0;0
0;0
126;183
0;0
87;0
41;46
0;0
54;151
0;0
235;0
0;0
0;0
128;177
0;0
272;0
0;1
0;0
0;97
0;0
195;0
0;34
0;0
64;112
0;0
259;64
0;0
0;0
22;91
0;0
186;231
0;45
0;0
25;81
0;0
181;272
0;0
0;0
69;133
0;0
179;238
0;0
0;0
67;32
0;0
206;325
0;0
0;0
31;48
0;0
0;215
176;0
0;0
0;19
0;0
0;147
114;0
0;0
287;5
0;0
0;197
69;0
0;0
274;0
9;0
0;115
46;0
0;0
263;64
0;0
0;130
125;0
0;93
212;0
0;0
0;195
13;0
0;0
338;53
0;0
0;62
33;0
0;278
156;0
0;0
0;144
0;0
0;299
209;0
0;0
0;54
36;0
0;288
240;0
0;0
0;160
128;0
0;320
278;93
0;0
0;256
0;0
123;0
0;99
0;0
67;161
0;0
131;0
0;75
0;0
0;329
0;19
134;0
0;53
0;0
34;240
0;0
106;0
0;67
0;0
0;313
0;0
162;0
0;80
0;0
0;281
0;0
89;0
0;105
0;0
0;207
0;0
136;0
0;112
67;0
0;0
0;0
128;0
0;130
0;0
64;0
0;0
116;0
0;65
208;0
0;285
0;16
201;0
0;177
0;0
26;0
0;65
296;0
0;134
0;0
108;0
0;115
304;0
0;176
0;0
25;323
0;28
234;0
0;53
0;0
65;282
0;0
267;0
0;128
0;0
48;170
0;0
327;0
41;0
0;0
80;206
0;0
282;0
0;0
0;0
65;114
0;0
243;0
0;0
0;0
29;144
0;0
201;275
0;0
0;0
57;58
0;0
176;323
0;14
0;0
16;51
0;0
247;0
3;93
0;0
65;210
0;0
0;0
123;12
0;0
213;240
17;0
0;0
13;45
0;0
221;158
0;0
0;0
91;0
0;0
181;160
0;0
0;266
16;0
0;0
215;80
0;0
0;352
42;6
0;0
230;88
0;0
0;289
64;0
0;0
259;80
8;0
0;291
2;1
0;0
173;42
0;0
0;276
18;0
0;0
91;89
0;0
290;258
0;0
0;0
182;35
0;0
0;0
57;337
0;9
91;0
245;82
0;0
0;272
113;0
0;0
225;66
8;0
0;261
0;1
0;0
131;48
0;0
0;243
15;0
0;0
82;95
0;0
0;191
0;0
0;0
135;4
0;0
0;208
0;0
0;0
65;64
0;0
313;212
19;0
0;0
63;28
0;0
262;225
0;7
0;0
52;2
0;0
237;175
0;0
0;0
23;96
0;0
237;185
0;0
0;0
73;0
0;0
209;257
0;82
0;0
16;117
0;0
0;0
130;0
0;0
259;173
0;0
0;327
39;31
0;0
219;40
0;0
0;253
13;0
0;0
134;112
0;0
0;175
39;0
0;0
158;0
0;0
0;158
0;0
0;0
144;82
0;0
0;167
64;0
0;0
111;11
0;0
0;208
0;0
0;0
166;10
0;0
311;128
0;0
0;0
73;57
0;0
469;112
42;0
0;300
119;0
0;0
295;0
0;64
0;0
85;176
176;27
0;0
342;0
34;0
0;209
50;0
0;0
272;17
0;0
0;140
135;0
0;0
261;48
0;0
0;144
69;0
0;64
310;0
0;0
0;93
64;0
0;272
208;46
0;0
0;111
114;0
0;276
242;0
0;0
0;179
11;0
0;345
227;16
0;0
0;70
74;0
0;427
163;0
0;0
0;106
0;0
0;308
208;0
0;0
0;0
33;63
0;0
157;273
0;16
0;0
140;30
0;0
0;249
33;0
0;0
115;100
0;0
0;253
0;0
0;0
195;48
0;0
0;275
0;0
0;0
82;109
0;0
251;281
0;0
0;0
64;76
0;0
251;297
0;28
0;0
48;33
0;0
277;240
21;0
0;0
59;118
0;0
272;272
0;6
0;0
110;0
0;0
233;235
0;0
0;0
31;145
0;0
185;242
0;273
0;7
17;0
0;35
128;0
277;233
0;0
0;0
72;16
0;0
228;295
0;48
0;0
17;128
0;26
213;0
0;0
0;0
39;124
0;0
192;0
0;38
0;0
32;121
0;0
256;0
11;0
0;0
31;167
0;0
222;0
0;0
0;0
106;141
0;0
234;241
14;67
0;0
28;89
0;0
315;283
0;0
0;0
48;113
0;0
158;304
0;0
0;0
77;405
0;0
180;0
0;80
0;0
0;137
0;0
341;0
26;0
0;0
75;133
0;0
240;272
0;0
0;0
134;69
0;0
272;336
16;33
0;0
21;55
0;0
194;210
0;0
0;0
86;108
0;0
219;194
0;0
0;0
0;0
0;0
209;128
0;0
0;0
21;43
0;0
164;115
0;0
0;0
57;0
0;0
174;169
0;0
0;0
0;4
0;0
95;97
0;0
0;45
25;0
0;0
102;128
0;0
15;304
0;0
0;0
267;138
16;0
0;286
38;0
0;0
272;35
0;0
0;315
48;0
0;0
240;71
0;0
0;256
47;0
0;0
367;62
2;0
0;230
80;0
0;0
259;107
0;0
0;222
48;0
0;0
337;43
17;0
0;210
69;1
0;0
301;23
0;0
0;246
113;0
0;0
240;125
0;0
0;293
17;0
0;0
218;48
1;0
0;334
15;226
0;0
126;81
0;43
0;0
0;94
35;0
0;295
77;0
0;0
302;177
0;0
0;56
90;0
0;106
278;0
0;321
0;0
30;0
0;68
253;0
0;77
0;0
92;0
0;181
293;0
0;0
0;0
53;0
0;113
305;0
3;0
0;68
57;0
0;199
260;2
0;0
0;4
102;0
0;205
240;0
0;0
0;80
23;0
0;262
304;0
0;0
0;74
64;0
0;259
188;0
0;346
0;0
26;0
0;51
0;0
0;379
118;0
0;0
277;53
0;0
0;234
103;0
0;0
296;39
23;0
0;222
53;0
0;0
272;61
0;0
0;264
99;9
0;0
229;198
7;0
0;0
16;401
0;19
245;0
0;66
0;0
98;256
0;0
208;0
0;106
0;0
14;217
0;0
222;0
0;11
0;0
77;142
0;0
178;0
0;0
0;0
27;106
0;0
94;96
0;0
0;239
0;0
0;0
158;99
149;0
0;225
218;0
0;0
0;37
16;0
0;245
231;26
0;0
0;20
87;0
0;157
220;0
0;0
0;19
26;0
0;165
283;0
1;0
0;0
33;0
0;137
161;0
0;0
0;48
67;0
0;61
180;0
0;230
0;0
0;0
0;77
214;0
0;175
0;0
192;0
22;0
27;0
396;241
40;0
0;0
48;0
0;0
208;219
23;0
0;0
48;0
0;73
0;0
0;263
205;0
0;0
207;69
5;0
0;211
39;0
0;0
354;49
0;0
0;245
122;0
0;0
192;13
0;0
0;178
0;0
0;0
207;54
0;0
314;153
0;0
0;0
80;0
0;0
377;151
0;0
0;290
77;0
0;0
266;106
0;0
0;352
121;28
0;0
196;80
15;0
0;278
0;0
0;0
260;51
0;0
0;250
37;14
0;0
95;128
0;0
208;0
0;48
0;0
0;68
0;0
112;266
0;0
71;0
48;174
0;0
96;259
0;0
304;0
0;37
0;0
63;259
0;0
0;0
0;151
0;0
112;240
0;0
0;0
0;42
0;0
121;275
0;4
52;0
0;18
0;0
86;151
0;0
304;0
38;23
0;0
62;192
0;1
272;0
0;0
0;0
62;151
0;0
273;0
16;25
0;0
50;103
0;0
294;
0;
0;
115;
0;
