s/ ativ;c/ ativ;;media;DesvPad;RMS;max
186;34;;;;;
0;0;;;;;
0;96;;;;;
0;0;;;;;
0;302;;;;;
127;0;;;;;
0;0;;;;;
0;185;;;;;
16;0;;;;;
0;369;;;;;
212;16;;;;;
2;0;;;;;
0;70;;;;;
1;0;;;;;
0;257;;;;;
182;0;;;;;
0;0;;;;;
0;144;;;;;
71;0;;;;;
0;0;;;;;
123;42;;;;;
0;0;;;;;
64;176;;;;;
0;0;;;;;
0;0;;;;;
185;106;;;;;
0;0;;;;;
0;208;;;;;
10;0;;;;;
0;0;;;;;
76;0;;;;;
0;0;;;;;
343;208;;;;;
1;0;;;;;
0;0;;;;;
93;194;;;;;
0;0;;;;;
311;0;;;;;
0;57;;;;;
177;0;;;;;
0;186;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
262;0;;;;;
0;176;;;;;
0;0;;;;;
36;0;;;;;
0;70;;;;;
160;0;;;;;
0;166;;;;;
0;0;;;;;
13;0;;;;;
0;0;;;;;
358;0;;;;;
34;256;;;;;
0;0;;;;;
139;0;;;;;
0;38;;;;;
0;0;;;;;
0;161;;;;;
0;0;;;;;
250;0;;;;;
0;57;;;;;
0;0;;;;;
94;238;;;;;
0;0;;;;;
37;0;;;;;
44;13;;;;;
0;0;;;;;
136;141;;;;;
0;0;;;;;
0;0;;;;;
12;0;;;;;
0;0;;;;;
183;75;;;;;
0;0;;;;;
0;208;;;;;
6;0;;;;;
0;0;;;;;
134;47;;;;;
0;0;;;;;
0;297;;;;;
70;13;;;;;
0;0;;;;;
138;32;;;;;
0;314;;;;;
0;0;;;;;
0;0;;;;;
0;80;;;;;
0;0;;;;;
134;321;;;;;
0;0;;;;;
322;0;;;;;
0;16;;;;;
0;0;;;;;
95;381;;;;;
0;0;;;;;
0;0;;;;;
0;83;;;;;
0;0;;;;;
121;242;;;;;
0;0;;;;;
64;0;;;;;
0;41;;;;;
0;0;;;;;
129;304;;;;;
0;18;;;;;
0;0;;;;;
62;45;;;;;
0;0;;;;;
128;234;;;;;
0;0;;;;;
0;0;;;;;
0;131;;;;;
0;0;;;;;
151;321;;;;;
0;0;;;;;
0;0;;;;;
50;37;;;;;
0;0;;;;;
79;267;;;;;
0;0;;;;;
63;0;;;;;
0;112;;;;;
0;0;;;;;
179;181;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
121;255;;;;;
0;0;;;;;
0;0;;;;;
64;24;;;;;
0;135;;;;;
167;0;;;;;
0;279;;;;;
0;0;;;;;
0;0;;;;;
0;51;;;;;
263;0;;;;;
16;0;;;;;
0;13;;;;;
48;0;;;;;
0;166;;;;;
208;0;;;;;
0;207;;;;;
0;0;;;;;
48;0;;;;;
0;125;;;;;
112;0;;;;;
0;0;;;;;
0;54;;;;;
16;0;;;;;
0;83;;;;;
167;0;;;;;
0;301;;;;;
0;0;;;;;
15;0;;;;;
0;85;;;;;
164;0;;;;;
0;331;;;;;
0;26;;;;;
48;0;;;;;
0;80;;;;;
130;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;177;;;;;
141;0;;;;;
0;0;;;;;
354;0;;;;;
10;0;;;;;
0;128;;;;;
53;0;;;;;
0;135;;;;;
298;66;;;;;
0;0;;;;;
0;101;;;;;
80;0;;;;;
0;315;;;;;
234;97;;;;;
0;0;;;;;
0;227;;;;;
47;0;;;;;
0;0;;;;;
272;17;;;;;
0;0;;;;;
0;169;;;;;
26;0;;;;;
23;91;;;;;
0;0;;;;;
58;0;;;;;
0;113;;;;;
445;0;;;;;
0;306;;;;;
0;39;;;;;
109;0;;;;;
0;82;;;;;
231;0;;;;;
0;303;;;;;
0;0;;;;;
70;0;;;;;
0;219;;;;;
244;0;;;;;
0;0;;;;;
0;17;;;;;
18;0;;;;;
0;112;;;;;
173;0;;;;;
0;0;;;;;
0;0;;;;;
77;0;;;;;
0;192;;;;;
166;0;;;;;
0;0;;;;;
119;0;;;;;
0;0;;;;;
0;118;;;;;
199;0;;;;;
0;0;;;;;
297;57;;;;;
48;0;;;;;
0;115;;;;;
48;0;;;;;
0;300;;;;;
276;0;;;;;
0;0;;;;;
0;92;;;;;
139;0;;;;;
0;357;;;;;
301;91;;;;;
0;0;;;;;
0;293;;;;;
47;0;;;;;
0;0;;;;;
400;144;;;;;
4;0;;;;;
0;287;;;;;
134;0;;;;;
0;0;;;;;
0;31;;;;;
0;0;;;;;
0;362;;;;;
158;0;;;;;
43;0;;;;;
329;170;;;;;
0;0;;;;;
0;110;;;;;
71;0;;;;;
0;253;;;;;
263;0;;;;;
49;0;;;;;
0;106;;;;;
150;0;;;;;
0;321;;;;;
0;0;;;;;
0;0;;;;;
0;112;;;;;
191;0;;;;;
0;62;;;;;
147;2;;;;;
17;0;;;;;
0;135;;;;;
102;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;94;;;;;
164;0;;;;;
0;0;;;;;
0;34;;;;;
0;0;;;;;
0;171;;;;;
138;0;;;;;
0;0;;;;;
0;0;;;;;
77;0;;;;;
0;193;;;;;
149;0;;;;;
0;0;;;;;
0;0;;;;;
0;42;;;;;
0;0;;;;;
225;164;;;;;
0;0;;;;;
0;0;;;;;
28;63;;;;;
0;0;;;;;
0;156;;;;;
93;7;;;;;
0;0;;;;;
377;0;;;;;
21;0;;;;;
0;78;;;;;
99;0;;;;;
0;304;;;;;
312;10;;;;;
0;0;;;;;
0;47;;;;;
207;0;;;;;
0;262;;;;;
0;0;;;;;
63;0;;;;;
0;69;;;;;
125;0;;;;;
0;237;;;;;
0;0;;;;;
0;0;;;;;
0;33;;;;;
174;0;;;;;
0;274;;;;;
0;0;;;;;
2;0;;;;;
0;35;;;;;
105;0;;;;;
0;184;;;;;
0;0;;;;;
76;0;;;;;
0;110;;;;;
147;0;;;;;
3;221;;;;;
244;10;;;;;
0;0;;;;;
0;19;;;;;
208;0;;;;;
0;214;;;;;
290;0;;;;;
33;0;;;;;
0;80;;;;;
66;0;;;;;
0;0;;;;;
299;67;;;;;
0;0;;;;;
0;370;;;;;
154;12;;;;;
0;0;;;;;
280;74;;;;;
0;0;;;;;
0;256;;;;;
117;0;;;;;
0;0;;;;;
331;64;;;;;
16;0;;;;;
0;237;;;;;
61;13;;;;;
0;0;;;;;
272;0;;;;;
0;0;;;;;
0;131;;;;;
112;0;;;;;
0;294;;;;;
336;52;;;;;
0;0;;;;;
0;87;;;;;
89;0;;;;;
0;256;;;;;
388;0;;;;;
16;0;;;;;
0;80;;;;;
112;0;;;;;
0;291;;;;;
309;0;;;;;
0;0;;;;;
0;39;;;;;
173;0;;;;;
0;208;;;;;
288;0;;;;;
0;0;;;;;
0;80;;;;;
80;0;;;;;
0;128;;;;;
303;0;;;;;
0;0;;;;;
0;0;;;;;
109;0;;;;;
0;167;;;;;
304;0;;;;;
22;0;;;;;
0;237;;;;;
63;0;;;;;
0;0;;;;;
315;80;;;;;
0;0;;;;;
61;147;;;;;
0;0;;;;;
112;0;;;;;
0;0;;;;;
111;0;;;;;
0;201;;;;;
0;0;;;;;
172;353;;;;;
0;2;;;;;
345;0;;;;;
6;93;;;;;
0;0;;;;;
67;80;;;;;
0;0;;;;;
291;0;;;;;
0;133;;;;;
0;0;;;;;
86;314;;;;;
0;0;;;;;
298;0;;;;;
0;106;;;;;
0;0;;;;;
62;353;;;;;
0;44;;;;;
338;0;;;;;
0;98;;;;;
0;0;;;;;
102;299;;;;;
0;0;;;;;
171;0;;;;;
0;167;;;;;
0;0;;;;;
1;343;;;;;
0;6;;;;;
192;0;;;;;
0;65;;;;;
0;0;;;;;
30;293;;;;;
0;0;;;;;
235;0;;;;;
0;119;;;;;
0;0;;;;;
128;301;;;;;
0;105;;;;;
197;0;;;;;
0;279;;;;;
0;0;;;;;
0;0;;;;;
0;109;;;;;
337;0;;;;;
0;289;;;;;
0;0;;;;;
48;0;;;;;
0;78;;;;;
338;0;;;;;
11;327;;;;;
0;30;;;;;
69;0;;;;;
0;64;;;;;
237;0;;;;;
0;261;;;;;
0;0;;;;;
82;0;;;;;
0;150;;;;;
207;0;;;;;
8;230;;;;;
0;0;;;;;
7;0;;;;;
0;0;;;;;
209;0;;;;;
0;251;;;;;
0;0;;;;;
98;252;;;;;
0;18;;;;;
192;0;;;;;
0;0;;;;;
0;0;;;;;
0;121;;;;;
0;0;;;;;
224;300;;;;;
0;27;;;;;
0;0;;;;;
52;46;;;;;
0;0;;;;;
219;267;;;;;
0;0;;;;;
0;0;;;;;
112;135;;;;;
0;0;;;;;
208;180;;;;;
0;146;;;;;
0;0;;;;;
14;0;;;;;
0;0;;;;;
189;0;;;;;
0;144;;;;;
0;0;;;;;
69;316;;;;;
0;0;;;;;
0;0;;;;;
126;74;;;;;
0;0;;;;;
0;451;;;;;
0;12;;;;;
0;0;;;;;
142;41;;;;;
0;0;;;;;
0;199;;;;;
0;0;;;;;
0;0;;;;;
145;97;;;;;
0;0;;;;;
0;213;;;;;
80;0;;;;;
0;0;;;;;
161;0;;;;;
0;0;;;;;
0;318;;;;;
0;0;;;;;
0;0;;;;;
208;58;;;;;
0;0;;;;;
0;144;;;;;
70;0;;;;;
0;0;;;;;
165;0;;;;;
0;0;;;;;
0;175;;;;;
1;0;;;;;
0;130;;;;;
207;0;;;;;
0;0;;;;;
0;69;;;;;
5;0;;;;;
0;320;;;;;
102;27;;;;;
0;0;;;;;
0;48;;;;;
49;0;;;;;
0;226;;;;;
159;122;;;;;
3;0;;;;;
296;207;;;;;
0;3;;;;;
0;0;;;;;
112;44;;;;;
0;0;;;;;
355;111;;;;;
41;0;;;;;
0;272;;;;;
0;0;;;;;
0;0;;;;;
0;193;;;;;
114;0;;;;;
0;277;;;;;
369;0;;;;;
52;0;;;;;
0;157;;;;;
50;0;;;;;
0;274;;;;;
292;3;;;;;
0;0;;;;;
0;40;;;;;
181;0;;;;;
0;215;;;;;
0;0;;;;;
95;0;;;;;
0;23;;;;;
64;0;;;;;
0;176;;;;;
316;0;;;;;
0;0;;;;;
0;0;;;;;
192;0;;;;;
0;170;;;;;
0;0;;;;;
0;0;;;;;
0;63;;;;;
66;0;;;;;
0;145;;;;;
285;0;;;;;
0;0;;;;;
0;0;;;;;
126;0;;;;;
0;227;;;;;
225;0;;;;;
0;0;;;;;
0;27;;;;;
112;0;;;;;
0;0;;;;;
301;98;;;;;
66;0;;;;;
0;304;;;;;
121;17;;;;;
0;0;;;;;
336;48;;;;;
0;0;;;;;
0;286;;;;;
166;0;;;;;
203;0;;;;;
0;122;;;;;
0;0;;;;;
0;272;;;;;
0;0;;;;;
171;0;;;;;
0;49;;;;;
0;0;;;;;
84;370;;;;;
0;16;;;;;
156;0;;;;;
0;80;;;;;
0;0;;;;;
0;247;;;;;
0;0;;;;;
133;0;;;;;
0;129;;;;;
326;0;;;;;
0;200;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
268;0;;;;;
0;150;;;;;
0;0;;;;;
51;0;;;;;
0;86;;;;;
192;0;;;;;
0;250;;;;;
0;13;;;;;
0;0;;;;;
0;5;;;;;
189;0;;;;;
0;214;;;;;
0;0;;;;;
5;0;;;;;
0;112;;;;;
141;0;;;;;
0;207;;;;;
299;204;;;;;
0;0;;;;;
0;0;;;;;
102;13;;;;;
0;0;;;;;
306;181;;;;;
0;0;;;;;
0;284;;;;;
95;0;;;;;
0;0;;;;;
309;147;;;;;
70;0;;;;;
0;0;;;;;
224;17;;;;;
0;0;;;;;
0;178;;;;;
10;0;;;;;
0;247;;;;;
228;0;;;;;
0;0;;;;;
0;253;;;;;
19;0;;;;;
0;0;;;;;
197;39;;;;;
0;0;;;;;
0;179;;;;;
80;0;;;;;
0;0;;;;;
126;0;;;;;
0;0;;;;;
0;184;;;;;
0;0;;;;;
0;0;;;;;
117;103;;;;;
0;0;;;;;
298;176;;;;;
0;0;;;;;
0;0;;;;;
27;21;;;;;
0;0;;;;;
212;249;;;;;
0;0;;;;;
0;0;;;;;
64;37;;;;;
0;0;;;;;
146;210;;;;;
0;0;;;;;
0;0;;;;;
7;0;;;;;
0;46;;;;;
192;0;;;;;
0;112;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
145;0;;;;;
0;174;;;;;
0;0;;;;;
80;0;;;;;
0;17;;;;;
185;0;;;;;
1;69;;;;;
0;0;;;;;
99;405;;;;;
0;23;;;;;
315;0;;;;;
47;122;;;;;
0;0;;;;;
93;306;;;;;
0;0;;;;;
298;0;;;;;
0;153;;;;;
0;0;;;;;
214;321;;;;;
0;27;;;;;
0;0;;;;;
59;43;;;;;
0;0;;;;;
100;240;;;;;
0;0;;;;;
228;0;;;;;
0;76;;;;;
0;0;;;;;
142;139;;;;;
0;0;;;;;
240;0;;;;;
0;0;;;;;
0;0;;;;;
77;208;;;;;
0;0;;;;;
314;0;;;;;
19;23;;;;;
0;0;;;;;
80;161;;;;;
0;0;;;;;
333;0;;;;;
0;64;;;;;
0;0;;;;;
169;0;;;;;
0;256;;;;;
257;37;;;;;
0;0;;;;;
0;39;;;;;
16;0;;;;;
0;277;;;;;
252;0;;;;;
0;0;;;;;
0;125;;;;;
112;0;;;;;
0;304;;;;;
0;0;;;;;
51;0;;;;;
19;58;;;;;
0;0;;;;;
109;201;;;;;
0;0;;;;;
0;0;;;;;
0;93;;;;;
0;0;;;;;
161;305;;;;;
0;0;;;;;
193;0;;;;;
0;48;;;;;
0;0;;;;;
84;303;;;;;
0;0;;;;;
400;0;;;;;
26;80;;;;;
0;0;;;;;
97;334;;;;;
0;0;;;;;
261;0;;;;;
0;144;;;;;
0;0;;;;;
153;338;;;;;
0;6;;;;;
368;0;;;;;
48;85;;;;;
0;0;;;;;
69;0;;;;;
0;45;;;;;
280;0;;;;;
0;125;;;;;
0;0;;;;;
127;367;;;;;
0;0;;;;;
303;0;;;;;
0;0;;;;;
0;224;;;;;
49;0;;;;;
0;0;;;;;
176;28;;;;;
0;0;;;;;
0;138;;;;;
0;0;;;;;
0;0;;;;;
81;0;;;;;
0;0;;;;;
0;158;;;;;
0;0;;;;;
0;256;;;;;
229;0;;;;;
0;0;;;;;
0;112;;;;;
14;0;;;;;
0;0;;;;;
272;30;;;;;
0;0;;;;;
0;80;;;;;
64;0;;;;;
0;278;;;;;
237;0;;;;;
0;0;;;;;
0;153;;;;;
51;0;;;;;
0;331;;;;;
272;10;;;;;
19;0;;;;;
0;5;;;;;
62;0;;;;;
0;213;;;;;
294;60;;;;;
0;461;;;;;
0;155;;;;;
75;6;;;;;
0;155;;;;;
334;0;;;;;
39;192;;;;;
0;0;;;;;
73;0;;;;;
0;59;;;;;
294;0;;;;;
0;167;;;;;
0;20;;;;;
77;0;;;;;
0;0;;;;;
314;5;;;;;
0;0;;;;;
0;226;;;;;
141;0;;;;;
0;0;;;;;
94;83;;;;;
0;0;;;;;
0;313;;;;;
135;0;;;;;
0;0;;;;;
320;125;;;;;
0;0;;;;;
0;0;;;;;
0;5;;;;;
112;0;;;;;
0;121;;;;;
272;0;;;;;
0;0;;;;;
0;0;;;;;
46;0;;;;;
0;129;;;;;
304;0;;;;;
0;131;;;;;
0;42;;;;;
128;0;;;;;
0;63;;;;;
288;0;;;;;
0;272;;;;;
0;0;;;;;
62;0;;;;;
0;130;;;;;
259;0;;;;;
0;262;;;;;
0;0;;;;;
48;0;;;;;
0;16;;;;;
205;0;;;;;
0;233;;;;;
0;0;;;;;
56;0;;;;;
0;112;;;;;
207;0;;;;;
0;223;;;;;
0;0;;;;;
4;0;;;;;
0;0;;;;;
179;0;;;;;
0;167;;;;;
0;5;;;;;
84;0;;;;;
0;241;;;;;
118;0;;;;;
0;0;;;;;
56;55;;;;;
0;1;;;;;
0;149;;;;;
212;0;;;;;
0;0;;;;;
0;0;;;;;
11;0;;;;;
0;183;;;;;
108;0;;;;;
0;339;;;;;
0;0;;;;;
0;0;;;;;
128;93;;;;;
0;0;;;;;
235;298;;;;;
0;0;;;;;
0;0;;;;;
21;80;;;;;
0;0;;;;;
353;272;;;;;
0;0;;;;;
0;0;;;;;
106;81;;;;;
0;0;;;;;
272;368;;;;;
0;21;;;;;
0;0;;;;;
61;59;;;;;
0;0;;;;;
324;283;;;;;
33;0;;;;;
0;0;;;;;
51;134;;;;;
0;0;;;;;
304;250;;;;;
0;0;;;;;
0;0;;;;;
176;24;;;;;
0;0;;;;;
341;383;;;;;
2;0;;;;;
0;0;;;;;
47;75;;;;;
0;0;;;;;
184;289;;;;;
0;53;;;;;
0;0;;;;;
99;400;;;;;
0;0;;;;;
310;0;;;;;
0;88;;;;;
0;2;;;;;
65;266;;;;;
0;0;;;;;
343;0;;;;;
38;39;;;;;
0;0;;;;;
106;331;;;;;
90;11;;;;;
0;0;;;;;
242;48;;;;;
0;0;;;;;
0;228;;;;;
48;0;;;;;
0;0;;;;;
388;129;;;;;
48;0;;;;;
0;278;;;;;
136;3;;;;;
0;0;;;;;
0;33;;;;;
0;0;;;;;
0;232;;;;;
52;0;;;;;
0;0;;;;;
305;74;;;;;
0;0;;;;;
0;218;;;;;
39;0;;;;;
0;0;;;;;
401;15;;;;;
0;0;;;;;
224;242;;;;;
46;0;;;;;
0;0;;;;;
0;39;;;;;
0;0;;;;;
304;178;;;;;
0;0;;;;;
0;0;;;;;
145;66;;;;;
0;0;;;;;
247;187;;;;;
0;83;;;;;
0;0;;;;;
82;302;;;;;
0;0;;;;;
192;0;;;;;
0;160;;;;;
0;0;;;;;
66;339;;;;;
0;42;;;;;
128;0;;;;;
0;92;;;;;
0;0;;;;;
32;307;;;;;
0;0;;;;;
0;0;;;;;
46;106;;;;;
0;0;;;;;
403;306;;;;;
0;0;;;;;
0;0;;;;;
119;64;;;;;
0;0;;;;;
249;250;;;;;
0;0;;;;;
0;0;;;;;
33;96;;;;;
0;0;;;;;
288;295;;;;;
0;0;;;;;
0;0;;;;;
16;108;;;;;
0;0;;;;;
167;271;;;;;
0;2;;;;;
0;0;;;;;
86;38;;;;;
0;0;;;;;
208;256;;;;;
0;0;;;;;
0;0;;;;;
16;112;;;;;
0;0;;;;;
226;272;;;;;
0;16;;;;;
0;0;;;;;
86;30;;;;;
0;0;;;;;
203;244;;;;;
0;0;;;;;
0;253;;;;;
0;0;;;;;
0;0;;;;;
239;69;;;;;
0;0;;;;;
0;211;;;;;
22;0;;;;;
0;0;;;;;
151;13;;;;;
0;0;;;;;
0;325;;;;;
59;0;;;;;
0;0;;;;;
176;54;;;;;
2;0;;;;;
0;302;;;;;
80;0;;;;;
0;0;;;;;
3;17;;;;;
0;0;;;;;
0;204;;;;;
144;0;;;;;
8;0;;;;;
316;48;;;;;
0;0;;;;;
0;146;;;;;
100;0;;;;;
0;0;;;;;
0;18;;;;;
79;0;;;;;
0;212;;;;;
138;0;;;;;
0;0;;;;;
299;0;;;;;
0;0;;;;;
0;138;;;;;
195;0;;;;;
0;0;;;;;
0;69;;;;;
22;0;;;;;
0;139;;;;;
79;0;;;;;
0;95;;;;;
464;0;;;;;
6;0;;;;;
0;176;;;;;
121;0;;;;;
0;259;;;;;
326;42;;;;;
9;0;;;;;
0;336;;;;;
31;0;;;;;
0;0;;;;;
279;79;;;;;
0;0;;;;;
0;234;;;;;
103;42;;;;;
0;0;;;;;
317;26;;;;;
0;0;;;;;
0;262;;;;;
76;0;;;;;
