s/ ativ;c/ ativ;;media;DesvPad;RMS;max
0;0;;;;;
0;215;;;;;
125;0;;;;;
0;0;;;;;
333;65;;;;;
35;0;;;;;
0;146;;;;;
49;0;;;;;
0;0;;;;;
277;0;;;;;
0;0;;;;;
0;187;;;;;
54;0;;;;;
0;0;;;;;
250;0;;;;;
0;0;;;;;
0;82;;;;;
13;0;;;;;
0;335;;;;;
340;18;;;;;
0;0;;;;;
0;99;;;;;
75;0;;;;;
0;261;;;;;
216;0;;;;;
0;0;;;;;
0;132;;;;;
32;0;;;;;
0;334;;;;;
318;10;;;;;
0;0;;;;;
0;67;;;;;
22;0;;;;;
0;272;;;;;
208;0;;;;;
0;0;;;;;
0;96;;;;;
83;0;;;;;
0;295;;;;;
201;0;;;;;
0;0;;;;;
0;215;;;;;
184;0;;;;;
0;0;;;;;
229;45;;;;;
0;0;;;;;
0;193;;;;;
27;0;;;;;
0;0;;;;;
210;0;;;;;
0;0;;;;;
0;209;;;;;
203;0;;;;;
0;0;;;;;
0;17;;;;;
131;0;;;;;
0;159;;;;;
0;0;;;;;
101;0;;;;;
0;69;;;;;
224;0;;;;;
0;149;;;;;
0;0;;;;;
99;0;;;;;
0;0;;;;;
299;0;;;;;
0;210;;;;;
0;0;;;;;
34;0;;;;;
0;48;;;;;
238;0;;;;;
0;110;;;;;
0;0;;;;;
92;0;;;;;
0;0;;;;;
166;0;;;;;
0;107;;;;;
0;0;;;;;
0;290;;;;;
0;0;;;;;
192;0;;;;;
0;81;;;;;
0;0;;;;;
8;0;;;;;
0;34;;;;;
68;0;;;;;
0;95;;;;;
259;0;;;;;
0;281;;;;;
0;0;;;;;
100;0;;;;;
0;189;;;;;
0;0;;;;;
64;288;;;;;
0;0;;;;;
135;0;;;;;
0;55;;;;;
265;0;;;;;
25;389;;;;;
0;0;;;;;
188;0;;;;;
0;45;;;;;
330;0;;;;;
1;133;;;;;
0;0;;;;;
78;0;;;;;
0;0;;;;;
265;0;;;;;
0;207;;;;;
0;0;;;;;
102;0;;;;;
0;5;;;;;
241;0;;;;;
0;91;;;;;
0;0;;;;;
47;0;;;;;
0;30;;;;;
294;0;;;;;
12;130;;;;;
0;0;;;;;
21;272;;;;;
0;0;;;;;
179;0;;;;;
0;137;;;;;
0;0;;;;;
80;326;;;;;
0;18;;;;;
197;0;;;;;
0;41;;;;;
0;0;;;;;
0;178;;;;;
0;0;;;;;
183;0;;;;;
0;64;;;;;
0;0;;;;;
65;189;;;;;
0;0;;;;;
176;0;;;;;
0;0;;;;;
0;0;;;;;
0;199;;;;;
0;99;;;;;
0;0;;;;;
121;285;;;;;
0;0;;;;;
0;0;;;;;
0;112;;;;;
0;0;;;;;
121;255;;;;;
0;0;;;;;
0;0;;;;;
0;42;;;;;
0;0;;;;;
165;247;;;;;
0;0;;;;;
311;0;;;;;
17;64;;;;;
0;0;;;;;
3;214;;;;;
0;0;;;;;
266;0;;;;;
0;28;;;;;
0;0;;;;;
43;227;;;;;
0;0;;;;;
121;0;;;;;
0;34;;;;;
0;0;;;;;
0;163;;;;;
0;0;;;;;
166;0;;;;;
12;4;;;;;
0;0;;;;;
0;130;;;;;
0;0;;;;;
123;0;;;;;
0;0;;;;;
0;0;;;;;
70;132;;;;;
0;0;;;;;
124;0;;;;;
0;48;;;;;
0;0;;;;;
0;80;;;;;
0;0;;;;;
119;302;;;;;
0;0;;;;;
0;0;;;;;
25;144;;;;;
0;0;;;;;
144;272;;;;;
0;16;;;;;
0;0;;;;;
108;210;;;;;
0;0;;;;;
240;0;;;;;
11;118;;;;;
0;0;;;;;
19;221;;;;;
0;0;;;;;
197;0;;;;;
0;0;;;;;
0;0;;;;;
81;222;;;;;
0;0;;;;;
272;0;;;;;
0;25;;;;;
0;0;;;;;
44;87;;;;;
0;0;;;;;
331;243;;;;;
10;0;;;;;
0;0;;;;;
73;223;;;;;
0;0;;;;;
272;0;;;;;
0;53;;;;;
0;0;;;;;
154;81;;;;;
0;0;;;;;
304;0;;;;;
31;0;;;;;
0;0;;;;;
48;129;;;;;
0;0;;;;;
266;0;;;;;
0;0;;;;;
0;0;;;;;
104;101;;;;;
0;0;;;;;
307;354;;;;;
0;18;;;;;
0;0;;;;;
80;46;;;;;
0;0;;;;;
256;274;;;;;
0;0;;;;;
0;0;;;;;
80;121;;;;;
0;0;;;;;
171;259;;;;;
0;91;;;;;
0;0;;;;;
16;330;;;;;
0;1;;;;;
209;0;;;;;
0;80;;;;;
0;0;;;;;
0;277;;;;;
0;0;;;;;
117;0;;;;;
0;42;;;;;
0;0;;;;;
0;0;;;;;
0;16;;;;;
101;0;;;;;
0;198;;;;;
266;0;;;;;
0;0;;;;;
0;0;;;;;
154;0;;;;;
0;128;;;;;
274;0;;;;;
0;0;;;;;
0;21;;;;;
33;0;;;;;
0;128;;;;;
303;0;;;;;
7;0;;;;;
0;0;;;;;
48;0;;;;;
0;213;;;;;
229;0;;;;;
0;0;;;;;
0;15;;;;;
101;0;;;;;
0;133;;;;;
166;0;;;;;
0;0;;;;;
0;3;;;;;
0;0;;;;;
0;154;;;;;
176;13;;;;;
0;0;;;;;
336;0;;;;;
6;0;;;;;
0;136;;;;;
77;0;;;;;
0;0;;;;;
0;38;;;;;
231;0;;;;;
0;82;;;;;
0;0;;;;;
66;0;;;;;
0;80;;;;;
173;0;;;;;
0;144;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
176;0;;;;;
0;241;;;;;
0;0;;;;;
0;0;;;;;
0;72;;;;;
163;0;;;;;
0;77;;;;;
0;0;;;;;
64;183;;;;;
0;0;;;;;
176;0;;;;;
0;176;;;;;
0;0;;;;;
0;326;;;;;
0;0;;;;;
155;0;;;;;
0;62;;;;;
0;0;;;;;
30;401;;;;;
0;10;;;;;
144;0;;;;;
0;114;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
144;0;;;;;
0;96;;;;;
0;0;;;;;
0;0;;;;;
0;66;;;;;
134;0;;;;;
0;118;;;;;
302;0;;;;;
32;10;;;;;
0;0;;;;;
72;0;;;;;
0;200;;;;;
273;0;;;;;
0;0;;;;;
0;25;;;;;
147;0;;;;;
0;227;;;;;
251;163;;;;;
0;0;;;;;
0;0;;;;;
36;13;;;;;
0;0;;;;;
297;189;;;;;
10;0;;;;;
0;0;;;;;
23;0;;;;;
0;0;;;;;
189;158;;;;;
0;0;;;;;
0;0;;;;;
112;92;;;;;
0;0;;;;;
214;229;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
152;298;;;;;
0;0;;;;;
0;0;;;;;
68;70;;;;;
0;0;;;;;
149;253;;;;;
0;0;;;;;
0;0;;;;;
0;48;;;;;
0;0;;;;;
192;301;;;;;
0;16;;;;;
0;0;;;;;
17;47;;;;;
0;0;;;;;
126;188;;;;;
0;0;;;;;
0;0;;;;;
3;100;;;;;
0;0;;;;;
175;240;;;;;
1;0;;;;;
0;0;;;;;
0;16;;;;;
0;0;;;;;
125;184;;;;;
0;0;;;;;
0;0;;;;;
73;79;;;;;
69;0;;;;;
0;0;;;;;
218;0;;;;;
0;0;;;;;
0;0;;;;;
8;87;;;;;
0;0;;;;;
220;342;;;;;
3;48;;;;;
0;0;;;;;
23;61;;;;;
0;0;;;;;
155;234;;;;;
0;0;;;;;
0;0;;;;;
80;52;;;;;
0;0;;;;;
176;205;;;;;
0;16;;;;;
0;0;;;;;
0;2;;;;;
0;0;;;;;
144;326;;;;;
0;0;;;;;
0;0;;;;;
75;91;;;;;
0;0;;;;;
145;196;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
176;231;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
117;141;;;;;
0;0;;;;;
395;0;;;;;
16;53;;;;;
0;0;;;;;
112;161;;;;;
0;0;;;;;
21;0;;;;;
0;0;;;;;
0;0;;;;;
111;291;;;;;
0;0;;;;;
205;0;;;;;
0;25;;;;;
54;0;;;;;
0;112;;;;;
141;157;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
144;118;;;;;
0;0;;;;;
292;302;;;;;
0;0;;;;;
0;0;;;;;
78;90;;;;;
0;0;;;;;
310;352;;;;;
0;34;;;;;
0;0;;;;;
49;71;;;;;
0;0;;;;;
206;275;;;;;
0;0;;;;;
0;0;;;;;
30;49;;;;;
0;0;;;;;
168;163;;;;;
0;2;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
139;143;;;;;
0;0;;;;;
0;269;;;;;
51;25;;;;;
0;0;;;;;
64;64;;;;;
0;0;;;;;
263;288;;;;;
0;0;;;;;
0;0;;;;;
145;160;;;;;
0;0;;;;;
269;294;;;;;
5;0;;;;;
0;0;;;;;
16;43;;;;;
0;0;;;;;
208;423;;;;;
0;9;;;;;
0;0;;;;;
305;314;;;;;
0;0;;;;;
0;179;;;;;
144;0;;;;;
0;0;;;;;
256;25;;;;;
0;0;;;;;
0;214;;;;;
13;0;;;;;
0;0;;;;;
272;0;;;;;
0;0;;;;;
0;176;;;;;
64;0;;;;;
0;0;;;;;
218;51;;;;;
0;0;;;;;
0;144;;;;;
12;0;;;;;
0;53;;;;;
165;0;;;;;
0;0;;;;;
222;117;;;;;
0;0;;;;;
0;263;;;;;
90;0;;;;;
0;0;;;;;
365;0;;;;;
6;0;;;;;
0;191;;;;;
68;0;;;;;
0;0;;;;;
290;10;;;;;
0;0;;;;;
0;145;;;;;
161;0;;;;;
0;371;;;;;
306;0;;;;;
18;0;;;;;
0;104;;;;;
46;0;;;;;
0;267;;;;;
268;0;;;;;
0;0;;;;;
0;75;;;;;
82;0;;;;;
0;75;;;;;
260;43;;;;;
107;0;;;;;
0;128;;;;;
286;0;;;;;
0;0;;;;;
0;134;;;;;
118;0;;;;;
0;298;;;;;
272;0;;;;;
34;0;;;;;
0;80;;;;;
41;0;;;;;
0;0;;;;;
337;34;;;;;
0;0;;;;;
0;100;;;;;
98;0;;;;;
0;294;;;;;
205;0;;;;;
0;0;;;;;
0;97;;;;;
14;0;;;;;
0;5;;;;;
245;61;;;;;
0;0;;;;;
0;175;;;;;
29;0;;;;;
0;288;;;;;
174;40;;;;;
0;0;;;;;
0;90;;;;;
94;0;;;;;
0;329;;;;;
242;17;;;;;
0;0;;;;;
0;48;;;;;
122;0;;;;;
0;256;;;;;
190;0;;;;;
0;0;;;;;
0;134;;;;;
80;0;;;;;
0;269;;;;;
220;0;;;;;
0;0;;;;;
0;15;;;;;
0;0;;;;;
0;231;;;;;
168;0;;;;;
0;0;;;;;
0;48;;;;;
370;0;;;;;
16;124;;;;;
0;0;;;;;
112;245;;;;;
0;0;;;;;
0;0;;;;;
0;27;;;;;
0;0;;;;;
202;186;;;;;
0;0;;;;;
243;0;;;;;
50;95;;;;;
0;0;;;;;
80;209;;;;;
0;4;;;;;
233;0;;;;;
0;0;;;;;
0;0;;;;;
108;256;;;;;
0;0;;;;;
269;0;;;;;
0;92;;;;;
0;0;;;;;
36;186;;;;;
0;0;;;;;
336;0;;;;;
12;16;;;;;
0;0;;;;;
58;233;;;;;
0;0;;;;;
198;0;;;;;
0;19;;;;;
0;0;;;;;
96;201;;;;;
0;0;;;;;
247;0;;;;;
8;59;;;;;
0;0;;;;;
21;178;;;;;
0;0;;;;;
213;0;;;;;
0;0;;;;;
0;0;;;;;
102;333;;;;;
0;0;;;;;
129;0;;;;;
0;81;;;;;
2;0;;;;;
0;155;;;;;
0;0;;;;;
0;0;;;;;
315;13;;;;;
0;0;;;;;
0;203;;;;;
71;5;;;;;
0;0;;;;;
192;0;;;;;
0;0;;;;;
0;139;;;;;
5;0;;;;;
0;0;;;;;
266;33;;;;;
0;0;;;;;
0;88;;;;;
25;0;;;;;
0;0;;;;;
176;0;;;;;
0;0;;;;;
0;189;;;;;
90;0;;;;;
0;320;;;;;
193;0;;;;;
0;0;;;;;
0;62;;;;;
0;0;;;;;
0;249;;;;;
297;0;;;;;
0;0;;;;;
0;63;;;;;
77;0;;;;;
0;158;;;;;
150;0;;;;;
0;0;;;;;
0;15;;;;;
0;0;;;;;
0;265;;;;;
176;0;;;;;
0;0;;;;;
0;81;;;;;
0;0;;;;;
0;245;;;;;
64;0;;;;;
0;0;;;;;
363;66;;;;;
2;0;;;;;
0;263;;;;;
81;0;;;;;
0;0;;;;;
214;3;;;;;
83;0;;;;;
0;195;;;;;
201;0;;;;;
0;0;;;;;
0;66;;;;;
0;0;;;;;
0;0;;;;;
121;21;;;;;
0;0;;;;;
0;354;;;;;
37;0;;;;;
0;0;;;;;
142;96;;;;;
0;0;;;;;
0;270;;;;;
0;0;;;;;
0;0;;;;;
175;30;;;;;
0;0;;;;;
0;270;;;;;
7;0;;;;;
0;0;;;;;
107;49;;;;;
0;0;;;;;
78;181;;;;;
0;0;;;;;
0;0;;;;;
121;32;;;;;
0;0;;;;;
281;253;;;;;
0;10;;;;;
0;0;;;;;
91;34;;;;;
0;0;;;;;
432;230;;;;;
15;0;;;;;
0;0;;;;;
80;80;;;;;
0;0;;;;;
240;211;;;;;
0;0;;;;;
0;0;;;;;
192;23;;;;;
0;0;;;;;
320;240;;;;;
7;0;;;;;
0;0;;;;;
88;23;;;;;
0;0;;;;;
0;160;;;;;
0;0;;;;;
262;0;;;;;
0;47;;;;;
0;0;;;;;
70;168;;;;;
0;43;;;;;
336;0;;;;;
38;217;;;;;
0;0;;;;;
39;0;;;;;
0;68;;;;;
233;0;;;;;
0;181;;;;;
0;0;;;;;
112;0;;;;;
0;0;;;;;
239;0;;;;;
0;252;;;;;
0;0;;;;;
1;0;;;;;
0;26;;;;;
85;0;;;;;
0;115;;;;;
227;0;;;;;
0;0;;;;;
0;0;;;;;
165;0;;;;;
0;112;;;;;
304;0;;;;;
0;277;;;;;
0;0;;;;;
125;0;;;;;
0;62;;;;;
278;0;;;;;
0;317;;;;;
0;25;;;;;
49;0;;;;;
0;27;;;;;
350;0;;;;;
0;227;;;;;
0;0;;;;;
48;0;;;;;
0;129;;;;;
237;0;;;;;
0;250;;;;;
0;0;;;;;
27;0;;;;;
0;0;;;;;
286;0;;;;;
23;331;;;;;
0;0;;;;;
43;0;;;;;
0;125;;;;;
0;0;;;;;
91;0;;;;;
0;48;;;;;
0;0;;;;;
15;269;;;;;
0;0;;;;;
81;0;;;;;
0;95;;;;;
304;0;;;;;
0;277;;;;;
0;0;;;;;
94;0;;;;;
0;6;;;;;
73;0;;;;;
48;202;;;;;
0;0;;;;;
80;0;;;;;
0;70;;;;;
0;0;;;;;
0;254;;;;;
0;0;;;;;
167;0;;;;;
0;21;;;;;
0;0;;;;;
0;235;;;;;
0;0;;;;;
107;0;;;;;
0;0;;;;;
0;0;;;;;
28;140;;;;;
0;0;;;;;
117;0;;;;;
0;48;;;;;
0;0;;;;;
0;142;;;;;
0;0;;;;;
85;0;;;;;
0;0;;;;;
344;0;;;;;
27;80;;;;;
0;0;;;;;
94;270;;;;;
0;0;;;;;
89;0;;;;;
0;0;;;;;
0;0;;;;;
133;227;;;;;
0;0;;;;;
288;0;;;;;
65;25;;;;;
0;0;;;;;
0;145;;;;;
13;0;;;;;
0;0;;;;;
127;238;;;;;
0;0;;;;;
0;0;;;;;
0;27;;;;;
0;0;;;;;
149;133;;;;;
0;0;;;;;
0;0;;;;;
82;0;;;;;
0;0;;;;;
138;144;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
208;98;;;;;
0;0;;;;;
0;341;;;;;
28;45;;;;;
0;0;;;;;
87;80;;;;;
0;0;;;;;
0;279;;;;;
0;0;;;;;
0;0;;;;;
144;140;;;;;
0;0;;;;;
276;205;;;;;
0;0;;;;;
0;0;;;;;
65;0;;;;;
0;0;;;;;
344;269;;;;;
17;0;;;;;
0;0;;;;;
62;79;;;;;
0;0;;;;;
208;123;;;;;
0;0;;;;;
0;0;;;;;
37;0;;;;;
0;0;;;;;
212;213;;;;;
2;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;73;;;;;
125;0;;;;;
0;207;;;;;
0;0;;;;;
60;0;;;;;
0;14;;;;;
77;0;;;;;
0;223;;;;;
171;0;;;;;
0;0;;;;;
0;64;;;;;
198;0;;;;;
0;177;;;;;
0;0;;;;;
43;0;;;;;
0;0;;;;;
58;0;;;;;
0;228;;;;;
161;0;;;;;
0;0;;;;;
0;59;;;;;
112;0;;;;;
0;294;;;;;
276;0;;;;;
0;0;;;;;
0;178;;;;;
55;0;;;;;
0;320;;;;;
225;0;;;;;
0;0;;;;;
0;69;;;;;
35;0;;;;;
0;257;;;;;
129;0;;;;;
0;0;;;;;
0;131;;;;;
59;0;;;;;
0;160;;;;;
186;31;;;;;
0;0;;;;;
0;93;;;;;
0;0;;;;;
0;176;;;;;
131;0;;;;;
0;0;;;;;
0;164;;;;;
57;0;;;;;
0;0;;;;;
230;0;;;;;
111;0;;;;;
0;105;;;;;
211;0;;;;;
0;0;;;;;
0;31;;;;;
12;30;;;;;
0;0;;;;;
192;106;;;;;
0;0;;;;;
0;131;;;;;
32;0;;;;;
0;0;;;;;
96;144;;;;;
0;0;;;;;
0;310;;;;;
0;0;;;;;
0;0;;;;;
115;50;;;;;
0;0;;;;;
296;368;;;;;
16;0;;;;;
0;0;;;;;
45;97;;;;;
0;0;;;;;
286;279;;;;;
0;0;;;;;
0;0;;;;;
165;45;;;;;
0;0;;;;;
304;275;;;;;
23;5;;;;;
0;0;;;;;
64;47;;;;;
0;0;;;;;
176;257;;;;;
0;0;;;;;
0;0;;;;;
93;103;;;;;
0;0;;;;;
276;211;;;;;
0;0;;;;;
0;0;;;;;
59;9;;;;;
0;0;;;;;
336;295;;;;;
25;0;;;;;
0;0;;;;;
53;50;;;;;
0;0;;;;;
0;186;;;;;
0;0;;;;;
14;0;;;;;
0;3;;;;;
213;0;;;;;
0;0;;;;;
0;59;;;;;
52;0;;;;;
0;167;;;;;
226;0;;;;;
0;0;;;;;
0;18;;;;;
43;0;;;;;
0;257;;;;;
338;0;;;;;
0;0;;;;;
0;33;;;;;
107;0;;;;;
0;249;;;;;
281;0;;;;;
27;0;;;;;
0;67;;;;;
80;0;;;;;
0;228;;;;;
257;0;;;;;
0;0;;;;;
0;26;;;;;
55;0;;;;;
0;272;;;;;
245;0;;;;;
0;0;;;;;
0;144;;;;;
45;0;;;;;
0;279;;;;;
241;0;;;;;
0;0;;;;;
0;60;;;;;
27;0;;;;;
0;355;;;;;
227;2;;;;;
0;0;;;;;
0;79;;;;;
61;0;;;;;
0;263;;;;;
173;0;;;;;
0;0;;;;;
0;129;;;;;
5;0;;;;;
0;321;;;;;
227;34;;;;;
39;0;;;;;
0;43;;;;;
169;0;;;;;
0;262;;;;;
0;0;;;;;
15;208;;;;;
0;0;;;;;
229;0;;;;;
6;66;;;;;
0;0;;;;;
10;138;;;;;
0;0;;;;;
184;0;;;;;
0;0;;;;;
0;0;;;;;
95;212;;;;;
0;0;;;;;
145;299;;;;;
0;0;;;;;
0;0;;;;;
0;64;;;;;
0;0;;;;;
192;272;;;;;
0;0;;;;;
0;0;;;;;
19;133;;;;;
0;0;;;;;
142;298;;;;;
0;0;;;;;
0;0;;;;;
48;81;;;;;
0;0;;;;;
164;0;;;;;
0;0;;;;;
0;0;;;;;
32;126;;;;;
0;0;;;;;
84;0;;;;;
0;0;;;;;
464;0;;;;;
32;114;;;;;
0;0;;;;;
109;0;;;;;
0;48;;;;;
85;0;;;;;
0;72;;;;;
0;0;;;;;
75;273;;;;;
0;0;;;;;
334;0;;;;;
0;75;;;;;
31;0;;;;;
0;240;;;;;
128;0;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
0;87;;;;;
198;0;;;;;
0;181;;;;;
0;0;;;;;
5;0;;;;;
0;9;;;;;
122;0;;;;;
0;263;;;;;
0;0;;;;;
48;0;;;;;
0;80;;;;;
165;0;;;;;
0;140;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
147;0;;;;;
0;193;;;;;
0;0;;;;;
39;0;;;;;
0;0;;;;;
137;0;;;;;
0;89;;;;;
161;0;;;;;
0;0;;;;;
0;37;;;;;
140;0;;;;;
0;160;;;;;
0;1;;;;;
0;0;;;;;
0;0;;;;;
83;0;;;;;
0;240;;;;;
336;0;;;;;
16;0;;;;;
0;39;;;;;
68;0;;;;;
0;155;;;;;
303;0;;;;;
0;0;;;;;
0;0;;;;;
158;0;;;;;
0;241;;;;;
0;32;;;;;
110;0;;;;;
0;77;;;;;
205;0;;;;;
0;285;;;;;
0;0;;;;;
35;0;;;;;
0;118;;;;;
386;0;;;;;
0;197;;;;;
0;0;;;;;
92;0;;;;;
0;91;;;;;
304;0;;;;;
0;162;;;;;
0;0;;;;;
65;0;;;;;
0;0;;;;;
350;0;;;;;
26;116;;;;;
0;0;;;;;
90;0;;;;;
0;48;;;;;
166;0;;;;;
0;90;;;;;
0;0;;;;;
157;117;;;;;
0;0;;;;;
320;0;;;;;
4;172;;;;;
0;0;;;;;
89;275;;;;;
0;33;;;;;
277;0;;;;;
0;43;;;;;
0;0;;;;;
106;247;;;;;
0;0;;;;;
315;0;;;;;
0;121;;;;;
0;0;;;;;
93;204;;;;;
0;0;;;;;
252;0;;;;;
0;17;;;;;
0;0;;;;;
112;299;;;;;
0;0;;;;;
0;0;;;;;
61;52;;;;;
0;0;;;;;
342;153;;;;;
0;0;;;;;
0;0;;;;;
81;6;;;;;
0;0;;;;;
278;162;;;;;
0;0;;;;;
0;0;;;;;
50;46;;;;;
0;0;;;;;
315;307;;;;;
19;20;;;;;
0;0;;;;;
57;55;;;;;
0;0;;;;;
252;253;;;;;
0;0;;;;;
0;0;;;;;
122;101;;;;;
0;0;;;;;
310;193;;;;;
32;0;;;;;
0;0;;;;;
60;0;;;;;
0;0;;;;;
277;264;;;;;
0;0;;;;;
0;0;;;;;
119;31;;;;;
0;0;;;;;
303;144;;;;;
0;0;;;;;
0;0;;;;;
64;2;;;;;
0;0;;;;;
277;126;;;;;
0;0;;;;;
0;297;;;;;
61;0;;;;;
0;0;;;;;
253;80;;;;;
0;0;;;;;
0;346;;;;;
39;14;;;;;
0;0;;;;;
224;30;;;;;
0;0;;;;;
0;225;;;;;
105;0;;;;;
0;0;;;;;
0;16;;;;;
20;0;;;;;
0;284;;;;;
143;10;;;;;
0;0;;;;;
0;0;;;;;
0;32;;;;;
0;0;;;;;
272;134;;;;;
0;0;;;;;
0;0;;;;;
58;25;;;;;
0;0;;;;;
218;116;;;;;
0;0;;;;;
0;74;;;;;
50;0;;;;;
0;0;;;;;
284;123;;;;;
0;0;;;;;
0;178;;;;;
75;0;;;;;
0;0;;;;;
252;80;;;;;
0;0;;;;;
0;288;;;;;
65;10;;;;;
0;0;;;;;
312;35;;;;;
15;0;;;;;
0;194;;;;;
45;0;;;;;
0;0;;;;;
304;93;;;;;
0;0;;;;;
0;220;;;;;
196;0;;;;;
0;0;;;;;
147;0;;;;;
6;0;;;;;
0;112;;;;;
107;0;;;;;
0;89;;;;;
0;7;;;;;
0;0;;;;;
0;101;;;;;
0;0;;;;;
234;265;;;;;
0;0;;;;;
0;0;;;;;
73;84;;;;;
0;0;;;;;
251;241;;;;;
0;0;;;;;
0;0;;;;;
16;0;;;;;
0;21;;;;;
279;0;;;;;
0;208;;;;;
0;5;;;;;
11;0;;;;;
0;0;;;;;
169;0;;;;;
0;157;;;;;
0;0;;;;;
55;0;;;;;
0;64;;;;;
192;0;;;;;
0;112;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
277;0;;;;;
0;153;;;;;
0;0;;;;;
66;276;;;;;
0;0;;;;;
212;0;;;;;
0;55;;;;;
0;0;;;;;
27;333;;;;;
0;0;;;;;
194;0;;;;;
0;47;;;;;
0;0;;;;;
32;170;;;;;
0;0;;;;;
165;0;;;;;
0;80;;;;;
0;0;;;;;
25;186;;;;;
0;0;;;;;
186;0;;;;;
0;0;;;;;
0;0;;;;;
4;165;;;;;
0;0;;;;;
209;0;;;;;
166;85;;;;;
0;0;;;;;
274;215;;;;;
3;0;;;;;
0;0;;;;;
40;0;;;;;
0;0;;;;;
276;279;;;;;
0;0;;;;;
0;0;;;;;
55;0;;;;;
0;0;;;;;
0;91;;;;;
17;0;;;;;
0;291;;;;;
240;33;;;;;
0;0;;;;;
0;99;;;;;
36;0;;;;;
0;35;;;;;
233;0;;;;;
0;0;;;;;
0;112;;;;;
33;0;;;;;
0;243;;;;;
208;32;;;;;
0;0;;;;;
0;66;;;;;
67;0;;;;;
0;319;;;;;
194;0;;;;;
0;0;;;;;
0;117;;;;;
0;0;;;;;
0;305;;;;;
202;0;;;;;
0;0;;;;;
0;36;;;;;
48;0;;;;;
0;384;;;;;
