s/ ativ;c/ ativ;;media;DesvPad;RMS;max
43;269;;;;;
0;0;;;;;
103;0;;;;;
0;11;;;;;
0;0;;;;;
64;336;;;;;
0;0;;;;;
0;0;;;;;
0;20;;;;;
0;0;;;;;
96;416;;;;;
0;0;;;;;
349;0;;;;;
47;98;;;;;
0;0;;;;;
64;301;;;;;
0;0;;;;;
246;0;;;;;
0;64;;;;;
0;0;;;;;
79;338;;;;;
0;11;;;;;
191;0;;;;;
0;76;;;;;
0;0;;;;;
12;288;;;;;
0;0;;;;;
154;0;;;;;
0;128;;;;;
0;0;;;;;
0;310;;;;;
0;6;;;;;
71;0;;;;;
0;52;;;;;
337;0;;;;;
0;493;;;;;
0;0;;;;;
33;0;;;;;
0;75;;;;;
186;0;;;;;
0;224;;;;;
0;0;;;;;
18;0;;;;;
0;57;;;;;
173;0;;;;;
0;272;;;;;
0;0;;;;;
63;0;;;;;
0;37;;;;;
189;0;;;;;
0;217;;;;;
0;0;;;;;
112;0;;;;;
0;105;;;;;
219;0;;;;;
0;230;;;;;
0;0;;;;;
33;0;;;;;
0;137;;;;;
281;0;;;;;
0;0;;;;;
0;71;;;;;
38;0;;;;;
0;105;;;;;
208;0;;;;;
0;0;;;;;
0;0;;;;;
108;0;;;;;
0;144;;;;;
208;0;;;;;
0;0;;;;;
0;42;;;;;
39;0;;;;;
0;112;;;;;
264;0;;;;;
0;0;;;;;
0;0;;;;;
32;0;;;;;
0;208;;;;;
165;0;;;;;
0;0;;;;;
0;15;;;;;
9;0;;;;;
0;182;;;;;
352;0;;;;;
0;0;;;;;
0;24;;;;;
29;0;;;;;
0;229;;;;;
148;0;;;;;
0;0;;;;;
0;35;;;;;
0;0;;;;;
0;231;;;;;
195;0;;;;;
0;0;;;;;
0;102;;;;;
17;0;;;;;
0;189;;;;;
168;0;;;;;
0;0;;;;;
24;17;;;;;
0;0;;;;;
157;297;;;;;
0;0;;;;;
247;0;;;;;
0;77;;;;;
0;0;;;;;
103;286;;;;;
0;0;;;;;
0;0;;;;;
52;189;;;;;
0;0;;;;;
123;301;;;;;
0;0;;;;;
0;0;;;;;
0;65;;;;;
0;0;;;;;
115;386;;;;;
0;9;;;;;
0;0;;;;;
16;112;;;;;
0;0;;;;;
110;298;;;;;
0;0;;;;;
123;0;;;;;
0;160;;;;;
0;0;;;;;
164;239;;;;;
0;0;;;;;
0;0;;;;;
0;31;;;;;
0;0;;;;;
114;198;;;;;
0;0;;;;;
0;0;;;;;
62;0;;;;;
0;0;;;;;
131;194;;;;;
0;0;;;;;
0;0;;;;;
0;185;;;;;
0;107;;;;;
161;452;;;;;
0;167;;;;;
319;83;;;;;
0;83;;;;;
0;0;;;;;
69;220;;;;;
0;0;;;;;
393;0;;;;;
141;0;;;;;
0;0;;;;;
0;176;;;;;
58;9;;;;;
0;0;;;;;
162;64;;;;;
0;0;;;;;
0;271;;;;;
0;0;;;;;
0;0;;;;;
175;83;;;;;
0;0;;;;;
0;210;;;;;
0;0;;;;;
0;0;;;;;
104;32;;;;;
0;0;;;;;
371;295;;;;;
26;0;;;;;
0;0;;;;;
101;61;;;;;
0;0;;;;;
208;252;;;;;
0;0;;;;;
0;0;;;;;
102;0;;;;;
0;0;;;;;
296;208;;;;;
45;0;;;;;
0;0;;;;;
131;50;;;;;
0;0;;;;;
0;276;;;;;
0;0;;;;;
0;0;;;;;
128;55;;;;;
0;0;;;;;
0;271;;;;;
64;13;;;;;
0;0;;;;;
143;26;;;;;
0;0;;;;;
0;254;;;;;
7;0;;;;;
0;0;;;;;
220;123;;;;;
0;0;;;;;
0;259;;;;;
64;0;;;;;
0;0;;;;;
0;29;;;;;
53;0;;;;;
0;0;;;;;
233;0;;;;;
14;48;;;;;
0;0;;;;;
5;134;;;;;
0;0;;;;;
176;0;;;;;
0;0;;;;;
0;0;;;;;
66;181;;;;;
0;0;;;;;
132;0;;;;;
0;15;;;;;
0;0;;;;;
0;156;;;;;
0;0;;;;;
172;0;;;;;
0;17;;;;;
0;0;;;;;
7;134;;;;;
0;0;;;;;
89;0;;;;;
0;0;;;;;
0;0;;;;;
47;106;;;;;
0;0;;;;;
145;0;;;;;
0;0;;;;;
43;0;;;;;
0;93;;;;;
0;0;;;;;
109;0;;;;;
0;0;;;;;
263;0;;;;;
33;128;;;;;
0;0;;;;;
64;334;;;;;
0;39;;;;;
274;0;;;;;
0;90;;;;;
0;0;;;;;
90;0;;;;;
0;0;;;;;
333;0;;;;;
42;169;;;;;
0;0;;;;;
40;321;;;;;
0;0;;;;;
0;0;;;;;
60;63;;;;;
0;0;;;;;
279;277;;;;;
0;110;;;;;
0;0;;;;;
8;192;;;;;
0;0;;;;;
207;0;;;;;
0;46;;;;;
0;0;;;;;
80;219;;;;;
0;0;;;;;
249;0;;;;;
0;46;;;;;
0;0;;;;;
25;218;;;;;
0;0;;;;;
342;0;;;;;
0;62;;;;;
0;0;;;;;
101;304;;;;;
0;19;;;;;
187;0;;;;;
0;48;;;;;
0;0;;;;;
24;281;;;;;
0;0;;;;;
233;0;;;;;
0;48;;;;;
0;0;;;;;
16;291;;;;;
0;0;;;;;
180;0;;;;;
0;35;;;;;
0;0;;;;;
18;370;;;;;
0;0;;;;;
193;0;;;;;
0;45;;;;;
0;0;;;;;
0;180;;;;;
0;0;;;;;
133;0;;;;;
0;13;;;;;
0;0;;;;;
32;225;;;;;
0;0;;;;;
171;0;;;;;
0;11;;;;;
0;0;;;;;
235;119;;;;;
0;0;;;;;
0;0;;;;;
37;275;;;;;
0;16;;;;;
126;0;;;;;
0;25;;;;;
0;0;;;;;
29;192;;;;;
0;0;;;;;
207;0;;;;;
0;43;;;;;
0;0;;;;;
10;164;;;;;
0;0;;;;;
188;0;;;;;
0;0;;;;;
0;0;;;;;
68;192;;;;;
0;0;;;;;
181;0;;;;;
0;80;;;;;
0;0;;;;;
0;139;;;;;
0;0;;;;;
145;0;;;;;
0;0;;;;;
0;0;;;;;
47;205;;;;;
0;0;;;;;
147;0;;;;;
0;29;;;;;
0;0;;;;;
0;154;;;;;
0;0;;;;;
187;0;;;;;
0;53;;;;;
0;0;;;;;
16;164;;;;;
0;0;;;;;
143;0;;;;;
0;0;;;;;
0;0;;;;;
26;119;;;;;
0;0;;;;;
144;0;;;;;
0;42;;;;;
0;0;;;;;
0;90;;;;;
0;0;;;;;
93;75;;;;;
21;0;;;;;
0;0;;;;;
65;144;;;;;
0;101;;;;;
289;0;;;;;
0;282;;;;;
0;0;;;;;
150;0;;;;;
0;25;;;;;
329;0;;;;;
22;254;;;;;
0;0;;;;;
69;0;;;;;
0;42;;;;;
302;0;;;;;
0;182;;;;;
0;0;;;;;
76;0;;;;;
0;15;;;;;
0;0;;;;;
50;138;;;;;
0;0;;;;;
192;0;;;;;
0;0;;;;;
0;0;;;;;
16;121;;;;;
0;0;;;;;
283;348;;;;;
0;33;;;;;
0;0;;;;;
0;68;;;;;
0;0;;;;;
144;221;;;;;
0;0;;;;;
0;0;;;;;
48;175;;;;;
0;0;;;;;
143;301;;;;;
0;0;;;;;
0;0;;;;;
0;58;;;;;
0;0;;;;;
208;266;;;;;
0;0;;;;;
338;0;;;;;
10;70;;;;;
0;0;;;;;
53;270;;;;;
0;0;;;;;
290;0;;;;;
125;73;;;;;
0;0;;;;;
288;0;;;;;
0;71;;;;;
0;0;;;;;
47;155;;;;;
0;0;;;;;
327;0;;;;;
1;5;;;;;
0;0;;;;;
60;208;;;;;
0;0;;;;;
192;0;;;;;
0;30;;;;;
0;0;;;;;
73;158;;;;;
0;0;;;;;
238;0;;;;;
6;19;;;;;
0;0;;;;;
4;213;;;;;
0;0;;;;;
170;0;;;;;
0;0;;;;;
0;0;;;;;
80;157;;;;;
0;0;;;;;
184;0;;;;;
0;78;;;;;
0;0;;;;;
0;112;;;;;
0;0;;;;;
182;327;;;;;
0;0;;;;;
0;0;;;;;
13;171;;;;;
0;0;;;;;
106;319;;;;;
0;0;;;;;
390;0;;;;;
0;22;;;;;
0;0;;;;;
110;361;;;;;
0;0;;;;;
289;0;;;;;
0;83;;;;;
0;0;;;;;
102;289;;;;;
211;0;;;;;
0;0;;;;;
0;43;;;;;
84;0;;;;;
0;0;;;;;
208;70;;;;;
0;0;;;;;
0;112;;;;;
0;0;;;;;
0;0;;;;;
239;0;;;;;
0;0;;;;;
0;208;;;;;
48;0;;;;;
0;0;;;;;
208;13;;;;;
0;0;;;;;
0;102;;;;;
59;0;;;;;
0;0;;;;;
206;0;;;;;
3;0;;;;;
0;193;;;;;
7;0;;;;;
0;0;;;;;
146;0;;;;;
0;0;;;;;
354;158;;;;;
29;0;;;;;
0;0;;;;;
83;80;;;;;
0;0;;;;;
274;210;;;;;
0;0;;;;;
0;0;;;;;
173;10;;;;;
0;0;;;;;
0;340;;;;;
47;0;;;;;
0;0;;;;;
126;45;;;;;
0;0;;;;;
0;203;;;;;
0;0;;;;;
0;0;;;;;
145;5;;;;;
0;0;;;;;
0;161;;;;;
71;0;;;;;
0;0;;;;;
137;0;;;;;
251;0;;;;;
0;230;;;;;
0;0;;;;;
51;0;;;;;
0;99;;;;;
250;0;;;;;
0;25;;;;;
0;0;;;;;
16;186;;;;;
0;0;;;;;
195;0;;;;;
0;0;;;;;
0;0;;;;;
112;158;;;;;
0;0;;;;;
240;0;;;;;
0;93;;;;;
0;0;;;;;
21;160;;;;;
0;0;;;;;
306;0;;;;;
0;74;;;;;
0;0;;;;;
90;266;;;;;
0;0;;;;;
314;0;;;;;
0;82;;;;;
0;0;;;;;
86;133;;;;;
0;0;;;;;
365;0;;;;;
35;0;;;;;
0;0;;;;;
112;229;;;;;
0;0;;;;;
0;0;;;;;
0;31;;;;;
0;0;;;;;
161;144;;;;;
0;0;;;;;
49;0;;;;;
2;60;;;;;
0;0;;;;;
117;154;;;;;
0;0;;;;;
0;0;;;;;
21;0;;;;;
0;0;;;;;
105;176;;;;;
0;0;;;;;
0;258;;;;;
0;51;;;;;
0;0;;;;;
160;80;;;;;
0;0;;;;;
213;295;;;;;
0;311;;;;;
0;192;;;;;
106;635;;;;;
0;206;;;;;
0;1;;;;;
52;177;;;;;
0;0;;;;;
103;300;;;;;
0;16;;;;;
238;0;;;;;
0;141;;;;;
0;0;;;;;
94;272;;;;;
0;0;;;;;
306;0;;;;;
39;79;;;;;
0;0;;;;;
64;379;;;;;
0;31;;;;;
293;0;;;;;
0;219;;;;;
0;0;;;;;
163;0;;;;;
0;96;;;;;
0;0;;;;;
2;276;;;;;
0;0;;;;;
69;0;;;;;
0;107;;;;;
400;0;;;;;
17;302;;;;;
0;64;;;;;
150;0;;;;;
0;48;;;;;
0;0;;;;;
0;301;;;;;
0;0;;;;;
128;0;;;;;
0;123;;;;;
0;0;;;;;
61;253;;;;;
0;23;;;;;
0;0;;;;;
207;43;;;;;
0;0;;;;;
0;240;;;;;
42;0;;;;;
0;0;;;;;
269;93;;;;;
15;0;;;;;
0;341;;;;;
23;0;;;;;
0;346;;;;;
181;20;;;;;
0;0;;;;;
0;48;;;;;
106;0;;;;;
0;288;;;;;
227;0;;;;;
0;0;;;;;
0;97;;;;;
0;0;;;;;
0;249;;;;;
311;0;;;;;
0;0;;;;;
0;48;;;;;
42;0;;;;;
0;368;;;;;
172;1;;;;;
0;0;;;;;
0;69;;;;;
0;0;;;;;
0;282;;;;;
146;0;;;;;
0;0;;;;;
0;94;;;;;
0;0;;;;;
0;275;;;;;
108;29;;;;;
0;0;;;;;
0;138;;;;;
0;0;;;;;
0;0;;;;;
141;0;;;;;
0;0;;;;;
201;112;;;;;
0;0;;;;;
0;336;;;;;
79;23;;;;;
0;0;;;;;
364;80;;;;;
26;0;;;;;
2;0;;;;;
0;256;;;;;
135;0;;;;;
0;0;;;;;
292;81;;;;;
0;0;;;;;
0;302;;;;;
87;0;;;;;
0;0;;;;;
353;60;;;;;
55;0;;;;;
0;367;;;;;
80;0;;;;;
0;0;;;;;
303;52;;;;;
0;0;;;;;
0;225;;;;;
81;0;;;;;
0;0;;;;;
274;112;;;;;
33;0;;;;;
0;194;;;;;
30;0;;;;;
0;0;;;;;
245;0;;;;;
0;0;;;;;
0;150;;;;;
127;0;;;;;
0;0;;;;;
0;69;;;;;
0;0;;;;;
0;139;;;;;
75;0;;;;;
0;0;;;;;
457;0;;;;;
38;0;;;;;
0;234;;;;;
75;0;;;;;
0;0;;;;;
250;25;;;;;
0;0;;;;;
0;140;;;;;
99;0;;;;;
0;0;;;;;
209;64;;;;;
0;0;;;;;
0;189;;;;;
0;0;;;;;
0;0;;;;;
144;0;;;;;
0;0;;;;;
115;131;;;;;
0;16;;;;;
268;0;;;;;
6;42;;;;;
0;0;;;;;
72;173;;;;;
0;0;;;;;
246;0;;;;;
0;89;;;;;
0;0;;;;;
117;185;;;;;
0;0;;;;;
241;0;;;;;
0;0;;;;;
0;0;;;;;
15;245;;;;;
0;0;;;;;
193;0;;;;;
0;61;;;;;
0;0;;;;;
93;238;;;;;
0;0;;;;;
176;0;;;;;
0;0;;;;;
0;0;;;;;
5;147;;;;;
0;0;;;;;
180;0;;;;;
0;10;;;;;
0;0;;;;;
0;117;;;;;
0;0;;;;;
158;262;;;;;
0;0;;;;;
0;0;;;;;
67;176;;;;;
0;0;;;;;
91;0;;;;;
0;0;;;;;
0;0;;;;;
0;158;;;;;
0;0;;;;;
161;0;;;;;
0;5;;;;;
332;0;;;;;
0;150;;;;;
0;0;;;;;
80;0;;;;;
0;3;;;;;
0;0;;;;;
0;213;;;;;
0;0;;;;;
0;0;;;;;
192;64;;;;;
0;0;;;;;
0;288;;;;;
16;0;;;;;
0;0;;;;;
138;97;;;;;
0;0;;;;;
0;240;;;;;
50;0;;;;;
0;0;;;;;
133;15;;;;;
0;0;;;;;
0;270;;;;;
0;0;;;;;
0;0;;;;;
196;41;;;;;
0;0;;;;;
93;185;;;;;
48;0;;;;;
0;0;;;;;
97;30;;;;;
0;0;;;;;
0;291;;;;;
0;2;;;;;
0;0;;;;;
101;76;;;;;
0;0;;;;;
323;302;;;;;
0;0;;;;;
0;0;;;;;
78;128;;;;;
0;0;;;;;
234;229;;;;;
0;0;;;;;
0;0;;;;;
109;3;;;;;
0;0;;;;;
240;241;;;;;
0;0;;;;;
0;0;;;;;
54;39;;;;;
0;0;;;;;
257;153;;;;;
0;0;;;;;
0;0;;;;;
10;68;;;;;
0;0;;;;;
201;176;;;;;
80;0;;;;;
0;0;;;;;
176;115;;;;;
0;0;;;;;
0;48;;;;;
0;0;;;;;
0;0;;;;;
238;144;;;;;
0;0;;;;;
0;317;;;;;
39;0;;;;;
0;0;;;;;
143;48;;;;;
0;0;;;;;
0;301;;;;;
12;42;;;;;
0;0;;;;;
210;73;;;;;
1;0;;;;;
0;188;;;;;
10;0;;;;;
0;0;;;;;
89;107;;;;;
0;0;;;;;
341;266;;;;;
29;0;;;;;
0;0;;;;;
80;32;;;;;
0;0;;;;;
260;207;;;;;
0;0;;;;;
0;0;;;;;
115;64;;;;;
0;0;;;;;
242;128;;;;;
0;0;;;;;
0;0;;;;;
17;0;;;;;
0;0;;;;;
298;208;;;;;
0;0;;;;;
0;0;;;;;
18;45;;;;;
0;0;;;;;
81;240;;;;;
0;0;;;;;
0;0;;;;;
0;103;;;;;
0;0;;;;;
103;223;;;;;
0;128;;;;;
0;0;;;;;
36;0;;;;;
0;0;;;;;
133;0;;;;;
0;83;;;;;
0;0;;;;;
35;283;;;;;
0;16;;;;;
145;0;;;;;
0;16;;;;;
0;0;;;;;
0;197;;;;;
0;0;;;;;
192;0;;;;;
0;62;;;;;
81;0;;;;;
57;264;;;;;
0;0;;;;;
90;0;;;;;
0;39;;;;;
266;0;;;;;
0;240;;;;;
0;0;;;;;
91;0;;;;;
0;35;;;;;
252;0;;;;;
0;182;;;;;
0;0;;;;;
64;0;;;;;
0;70;;;;;
320;0;;;;;
16;165;;;;;
0;0;;;;;
47;0;;;;;
0;0;;;;;
216;0;;;;;
0;299;;;;;
0;0;;;;;
51;0;;;;;
0;59;;;;;
249;0;;;;;
14;255;;;;;
0;0;;;;;
4;407;;;;;
0;0;;;;;
176;0;;;;;
0;46;;;;;
0;0;;;;;
90;253;;;;;
23;0;;;;;
0;0;;;;;
102;0;;;;;
0;91;;;;;
0;0;;;;;
0;238;;;;;
0;0;;;;;
128;0;;;;;
0;66;;;;;
336;0;;;;;
0;293;;;;;
0;0;;;;;
86;0;;;;;
0;177;;;;;
203;0;;;;;
0;342;;;;;
0;16;;;;;
59;0;;;;;
0;64;;;;;
176;0;;;;;
0;293;;;;;
0;0;;;;;
90;0;;;;;
0;157;;;;;
217;0;;;;;
0;130;;;;;
0;0;;;;;
0;0;;;;;
0;63;;;;;
260;0;;;;;
0;433;;;;;
0;4;;;;;
58;0;;;;;
0;284;;;;;
216;16;;;;;
0;0;;;;;
0;204;;;;;
0;0;;;;;
0;0;;;;;
144;0;;;;;
0;0;;;;;
39;136;;;;;
0;0;;;;;
0;0;;;;;
112;0;;;;;
0;0;;;;;
257;78;;;;;
0;0;;;;;
0;275;;;;;
79;229;;;;;
13;0;;;;;
0;0;;;;;
52;77;;;;;
0;0;;;;;
250;169;;;;;
0;0;;;;;
0;0;;;;;
146;0;;;;;
0;0;;;;;
0;268;;;;;
0;0;;;;;
0;0;;;;;
113;28;;;;;
0;0;;;;;
0;98;;;;;
69;0;;;;;
0;84;;;;;
146;0;;;;;
0;0;;;;;
0;145;;;;;
0;0;;;;;
0;224;;;;;
179;0;;;;;
0;0;;;;;
320;108;;;;;
7;0;;;;;
0;0;;;;;
60;42;;;;;
0;0;;;;;
368;96;;;;;
0;0;;;;;
0;282;;;;;
80;0;;;;;
0;0;;;;;
274;181;;;;;
0;0;;;;;
0;329;;;;;
80;6;;;;;
0;0;;;;;
315;12;;;;;
7;0;;;;;
0;369;;;;;
77;0;;;;;
0;0;;;;;
297;62;;;;;
0;0;;;;;
0;256;;;;;
176;0;;;;;
0;0;;;;;
243;175;;;;;
0;0;;;;;
0;0;;;;;
18;0;;;;;
0;0;;;;;
272;99;;;;;
0;0;;;;;
0;400;;;;;
36;28;;;;;
0;0;;;;;
209;95;;;;;
0;0;;;;;
0;417;;;;;
109;65;;;;;
0;0;;;;;
202;142;;;;;
0;0;;;;;
0;327;;;;;
18;30;;;;;
0;0;;;;;
211;58;;;;;
0;0;;;;;
0;237;;;;;
97;0;;;;;
0;0;;;;;
174;84;;;;;
0;0;;;;;
0;335;;;;;
0;30;;;;;
0;0;;;;;
299;80;;;;;
0;0;;;;;
0;213;;;;;
80;0;;;;;
0;0;;;;;
154;111;;;;;
0;0;;;;;
0;315;;;;;
16;0;;;;;
0;0;;;;;
248;71;;;;;
0;0;;;;;
0;368;;;;;
27;0;;;;;
0;0;;;;;
213;80;;;;;
0;0;;;;;
0;276;;;;;
121;242;;;;;
0;0;;;;;
237;0;;;;;
175;82;;;;;
0;0;;;;;
0;165;;;;;
0;0;;;;;
0;0;;;;;
228;0;;;;;
0;0;;;;;
0;244;;;;;
23;0;;;;;
0;0;;;;;
112;325;;;;;
0;56;;;;;
0;38;;;;;
35;0;;;;;
0;115;;;;;
122;0;;;;;
0;181;;;;;
0;0;;;;;
0;0;;;;;
0;16;;;;;
132;0;;;;;
0;142;;;;;
0;0;;;;;
0;0;;;;;
0;33;;;;;
222;0;;;;;
0;106;;;;;
0;0;;;;;
94;257;;;;;
0;0;;;;;
183;0;;;;;
0;52;;;;;
0;0;;;;;
87;315;;;;;
0;0;;;;;
145;0;;;;;
0;34;;;;;
0;0;;;;;
2;250;;;;;
0;0;;;;;
203;0;;;;;
0;148;;;;;
0;0;;;;;
53;297;;;;;
0;48;;;;;
176;48;;;;;
0;0;;;;;
0;175;;;;;
0;0;;;;;
0;0;;;;;
271;30;;;;;
0;0;;;;;
0;120;;;;;
49;0;;;;;
0;3;;;;;
278;0;;;;;
0;0;;;;;
0;80;;;;;
116;0;;;;;
0;288;;;;;
272;0;;;;;
0;0;;;;;
0;0;;;;;
20;0;;;;;
0;127;;;;;
336;0;;;;;
0;321;;;;;
0;45;;;;;
108;0;;;;;
0;48;;;;;
205;0;;;;;
0;205;;;;;
0;0;;;;;
14;0;;;;;
0;91;;;;;
269;0;;;;;
0;157;;;;;
0;0;;;;;
48;0;;;;;
0;22;;;;;
229;0;;;;;
0;176;;;;;
0;0;;;;;
133;308;;;;;
0;33;;;;;
293;0;;;;;
0;37;;;;;
0;0;;;;;
41;226;;;;;
0;0;;;;;
222;0;;;;;
0;55;;;;;
0;0;;;;;
82;177;;;;;
0;173;;;;;
304;0;;;;;
0;0;;;;;
0;1;;;;;
27;0;;;;;
0;154;;;;;
210;0;;;;;
27;0;;;;;
0;0;;;;;
209;0;;;;;
0;176;;;;;
0;0;;;;;
70;0;;;;;
0;57;;;;;
193;0;;;;;
0;134;;;;;
0;0;;;;;
0;0;;;;;
0;0;;;;;
238;0;;;;;
0;128;;;;;
0;0;;;;;
27;317;;;;;
0;0;;;;;
128;0;;;;;
0;80;;;;;
0;0;;;;;
0;322;;;;;
0;5;;;;;
159;0;;;;;
0;37;;;;;
225;0;;;;;
0;181;;;;;
0;0;;;;;
34;0;;;;;
0;80;;;;;
224;0;;;;;
0;189;;;;;
0;0;;;;;
42;0;;;;;
0;0;;;;;
227;0;;;;;
0;210;;;;;
0;0;;;;;
36;0;;;;;
0;22;;;;;
224;0;;;;;
11;141;;;;;
0;0;;;;;
0;201;;;;;
0;141;;;;;
147;0;;;;;
0;304;;;;;
0;26;;;;;
58;0;;;;;
0;27;;;;;
183;0;;;;;
0;243;;;;;
9;0;;;;;
0;0;;;;;
176;85;;;;;
0;0;;;;;
0;307;;;;;
35;17;;;;;
0;0;;;;;
176;29;;;;;
0;0;;;;;
0;253;;;;;
0;0;;;;;
0;0;;;;;
118;63;;;;;
0;0;;;;;
0;129;;;;;
21;0;;;;;
0;43;;;;;
80;33;;;;;
0;0;;;;;
294;342;;;;;
0;48;;;;;
0;0;;;;;
129;141;;;;;
0;0;;;;;
283;0;;;;;
0;0;;;;;
0;0;;;;;
89;177;;;;;
0;0;;;;;
395;330;;;;;
23;0;;;;;
0;0;;;;;
101;48;;;;;
0;0;;;;;
304;245;;;;;
0;0;;;;;
0;0;;;;;
156;35;;;;;
