H\x08j
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
208
287
495
549
631
667
660
545
336
195
61
0
0
0
0
0
0
71
1460
1281
942
575
89
0
0
9
0
0
0
0
0
0
0
44
123
130
198
240
263
278
345
235
192
230
188
91
201
257
400
566
678
888
1168
950
659
356
330
244
389
687
1105
1665
2211
2702
3285
3960
4095
4095
3992
3408
2819
2139
1473
912
477
95
0
0
0
0
570
882
1281
1507
1857
2013
2208
2338
2421
2475
2384
2126
1936
1730
1439
1199
1010
927
1070
1203
1502
1895
2321
2643
1473
1419
1404
1449
1463
1458
1558
1571
1549
1584
1614
1643
1667
1728
1703
1603
1569
1531
1507
1477
1552
1545
1573
1623
2073
2262
2399
2688
2801
2992
3211
3157
3104
3061
2835
2658
2486
2304
2103
1914
1821
1722
1603
1594
1592
1567
1515
1821
1877
1915
2022
2035
2054
2058
1982
2036
1939
1968
2001
2182
2231
2446
2516
2625
2752
2864
2955
3024
3141
3120
2858
2819
2705
2533
2455
2384
2329
2288
2288
2212
2148
2118
2054
2150
2117
2231
2317
2302
2356
2459
2449
2384
2468
2301
2224
2029
1915
1808
1744
1739
1680
1557
1510
1486
1486
1510
1634
1687
1755
1832
1840
1999
2075
2073
2115
2215
2138
1386
1615
1670
1872
1965
1988
2144
2127
2176
2226
2320
2343
2286
2298
2295
2298
2304
2398
2431
2475
2531
2527
2704
4095
4095
4095
4095
4095
3788
2970
2384
1633
804
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
288
481
966
1501
2176
2746
3710
1907
2067
2057
2166
2203
2147
2170
2174
2150
2150
2075
1969
1985
2037
2112
2164
2256
2177
2160
2185
2091
1902
1773
1712
262
271
444
549
789
1163
1473
1801
2127
2368
2659
2919
3131
3291
3255
3026
2866
2637
2308
1908
1467
1060
784
535
4095
4042
3558
2949
2352
1903
1278
785
304
0
0
0
0
0
0
55
192
336
448
688
964
1307
1691
2096
2509
3012
3462
3809
3917
1886
1722
1674
1535
1589
1792
1962
2146
2292
2598
2809
2885
2896
2761
2482
1953
1335
774
304
0
0
0
0
123
209
421
674
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
180
417
631
678
474
89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1041
1136
1209
1312
1274
1377
1291
1232
1077
881
550
130
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
16
11
60
114
226
267
216
278
378
432
577
727
899
1085
1351
1526
1589
1686
1765
1565
1294
990
459
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
208
412
653
42
125
227
272
470
511
631
746
906
979
1041
1003
1093
1088
995
974
953
990
961
865
857
865
893
938
1003
1196
1335
4095
4095
4095
4095
4095
3855
3263
2958
2780
2714
2771
3006
3199
3569
4095
4095
4095
4095
4095
3871
3339
2779
2209
1648
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
81
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
92
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18
172
332
551
679
717
802
851
863
834
831
688
605
612
475
528
452
579
559
624
690
867
894
1117
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
