\xd3SHH\x82\xaa\xa2j
1981
1948
1977
1952
1903
1885
1890
1961
2000
2043
2079
2149
2256
2292
2301
2263
2268
2234
2209
2192
2189
2146
483
561
645
832
1103
1301
1579
1712
1883
1905
1997
2000
2093
2217
2400
2518
2662
2810
2858
2860
2838
2887
2943
2975
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
3931
3672
3247
2834
2542
2163
1869
1669
1458
1355
1358
1387
2181
2210
2144
2032
1883
1792
1687
1534
1312
1075
731
368
7
0
0
0
0
0
0
126
496
853
1309
1813
2207
2577
2909
3109
595
316
153
145
287
654
1136
1701
2276
2834
3295
3515
3519
3302
2954
2482
2075
1546
1113
737
537
414
379
573
783
1068
2362
1827
1374
1021
679
385
144
37
11
45
128
262
378
448
594
782
870
976
1094
1286
1419
1602
1806
2029
2352
2671
3031
1787
1821
1920
1967
2063
2063
2025
2000
2112
2307
2553
2773
3129
3237
3385
3174
2925
2556
2115
1581
1056
468
0
0
2027
1770
1465
1234
1049
950
848
875
1039
1232
1471
1719
2017
2309
2572
2785
2973
3087
3109
3173
3283
3291
3358
3453
3219
3407
3510
3659
3794
3711
3654
3605
3662
3507
3420
3323
3300
3239
3197
3152
3210
3317
3450
3626
3825
4095
4095
2898
2850
2855
2927
3059
3247
3334
3198
2974
2666
2304
1921
1563
1273
1072
937
949
1045
1231
1470
1809
2178
2530
2864
674
932
1190
1457
1683
1889
2031
2178
2213
2223
2141
2064
1968
1920
1893
1894
1904
2003
2063
2146
2234
2206
2105
1911
2219
2394
2441
2433
2327
2126
1855
1570
1194
921
782
677
587
606
737
811
992
1245
1405
1653
1819
1905
1985
1991
2003
1591
1622
1713
1763
1821
1839
1870
1865
1824
1755
1739
1838
1926
2047
2205
2439
2739
3081
3706
4095
4095
4079
3473
4048
4014
3657
3182
2702
2242
1825
1535
1300
1168
1115
1187
1301
1395
1523
1584
1648
1613
1514
1360
1159
966
854
2192
1885
1535
1345
1170
1043
1118
1186
1423
1572
1758
1921
2115
2249
2388
2435
2517
2542
2476
2333
2193
2015
1874
1750
1285
1293
1361
1438
1617
1792
2017
2302
2674
3059
3792
4095
4095
4095
4095
4095
4095
3609
2896
2283
1650
1069
577
243
73
30
145
332
592
842
1183
1498
1808
2128
2347
2463
2602
2576
2636
2567
2423
2274
2037
1770
1413
1049
684
400
178
0
0
177
447
814
1311
1801
2262
2621
2928
3104
3127
3006
2858
2549
2217
1855
1451
1050
713
366
165
117
144
278
469
717
661
621
649
694
750
753
791
800
764
740
711
805
850
985
1207
1393
1616
1846
2069
2412
2690
2866
2976
2959
2720
2342
2512
2531
2517
2429
2352
2256
2163
2090
2038
1895
1780
1715
1587
1402
1238
1146
979
940
939
1006
1138
1409
1605
1793
1738
1778
1871
2017
2229
2372
2467
2462
2416
2286
2095
1875
1731
1571
1439
1408
1363
1456
1495
1687
1805
2006
2218
1898
1888
1834
1933
1974
2108
2270
2405
2610
2805
2925
2973
2899
2802
2667
2509
2343
2208
2001
1809
1652
1517
1565
2442
2541
2549
2649
2645
2768
2814
2978
3110
3204
3172
3134
3035
2969
2817
2656
2475
2375
2314
2279
2259
2295
2293
2712
3105
3638
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4062
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4095
4011
3863
3797
3644
3498
3325
625
461
304
219
160
128
123
183
215
246
325
350
462
470
538
667
774
944
1090
1296
1554
1739
1853
1999
2161
2286
2335
541
535
535
539
624
752
901
1062
1264
1408
1551
1672
1718
1799
1690
1574
1262
985
653
268
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
32
85
109
176
257
321
378
482
464
501
582
557
595
526
533
429
375
331
343
262
280
201
176
148
165
149
627
710
814
909
960
1055
1125
1168
1183
1232
1214
1190
1114
