,0
551,1669.8823529411766
552,1691.9411764705883
553,1710.5294117647059
554,1725.5882352941176
555,1746.0
556,1767.235294117647
557,1791.7058823529412
558,1818.8823529411766
559,1848.5294117647059
560,1877.0588235294117
561,1898.4117647058824
562,1914.8823529411766
563,1923.7058823529412
564,1923.1176470588234
565,1912.0
566,1891.235294117647
567,1864.4705882352941
568,1835.4705882352941
569,1809.4705882352941
570,1789.1176470588234
571,1774.8823529411766
572,1765.4117647058824
573,1760.0588235294117
574,1758.1764705882354
575,1759.3529411764705
576,1761.3529411764705
577,1764.0588235294117
578,1771.0588235294117
579,1777.1176470588234
580,1781.9411764705883
581,1786.8823529411766
582,1793.764705882353
583,1803.2941176470588
584,1810.8823529411766
585,1820.0
586,1827.7058823529412
587,1834.235294117647
588,1839.235294117647
589,1845.2941176470588
590,1854.0
591,1864.5294117647059
592,1876.0588235294117
593,1888.7058823529412
594,1901.5882352941176
595,1913.0588235294117
596,1922.6470588235295
597,1929.1176470588234
598,1931.9411764705883
599,1930.8235294117646
600,1927.0
601,1926.9411764705883
602,1927.8823529411766
603,1929.8235294117646
604,1930.5882352941176
605,1929.5294117647059
606,1925.4117647058824
607,1917.7058823529412
608,1916.0588235294117
609,1911.5882352941176
610,1902.9411764705883
611,1891.4705882352941
612,1877.4117647058824
613,1862.5294117647059
614,1849.3529411764705
615,1839.5294117647059
616,1833.5882352941176
617,1830.2941176470588
618,1826.4117647058824
619,1822.4117647058824
620,1818.4705882352941
621,1815.2941176470588
622,1812.4705882352941
623,1808.7058823529412
624,1802.8823529411766
625,1784.764705882353
626,1763.8235294117646
627,1742.0
628,1721.235294117647
629,1703.4705882352941
630,1688.5882352941176
631,1687.1176470588234
632,1687.4705882352941
633,1688.235294117647
634,1692.0
635,1694.9411764705883
636,1698.1764705882354
637,1699.5294117647059
638,1696.9411764705883
639,1693.1176470588234
640,1690.3529411764705
641,1692.0
642,1700.5294117647059
643,1716.0588235294117
644,1737.235294117647
645,1759.4705882352941
646,1781.6470588235295
647,1802.1764705882354
648,1809.2941176470588
649,1816.9411764705883
650,1825.6470588235295
651,1831.764705882353
652,1838.7058823529412
653,1841.5294117647059
654,1844.0588235294117
655,1850.9411764705883
656,1859.235294117647
657,1867.4705882352941
658,1874.0588235294117
659,1878.5882352941176
660,1882.235294117647
661,1884.235294117647
662,1887.3529411764705
663,1890.3529411764705
664,1891.5294117647059
665,1894.4117647058824
666,1891.2941176470588
667,1881.9411764705883
668,1866.8235294117646
669,1846.4117647058824
670,1823.0
671,1795.764705882353
672,1770.7058823529412
673,1739.4705882352941
674,1711.5294117647059
675,1689.5882352941176
676,1674.8823529411766
677,1666.4117647058824
678,1666.5294117647059
679,1662.8823529411766
680,1656.6470588235295
681,1649.7058823529412
682,1639.5882352941176
683,1631.4117647058824
684,1625.7058823529412
685,1624.5294117647059
686,1630.4705882352941
687,1645.8823529411766
688,1670.9411764705883
689,1696.6470588235295
690,1732.5294117647059
691,1768.0588235294117
692,1798.5294117647059
693,1820.4117647058824
694,1830.3529411764705
695,1827.235294117647
696,1823.3529411764705
697,1818.764705882353
698,1814.2941176470588
699,1810.5294117647059
700,1806.4705882352941
701,1812.8235294117646
702,1823.764705882353
703,1837.8823529411766
704,1853.235294117647
705,1867.764705882353
706,1879.4117647058824
707,1888.5294117647059
708,1895.4117647058824
709,1899.9411764705883
710,1902.5294117647059
711,1906.8235294117646
712,1913.1176470588234
713,1920.9411764705883
714,1931.235294117647
715,1944.3529411764705
716,1958.8823529411766
717,1974.1176470588234
718,1979.5294117647059
719,1979.764705882353
720,1974.235294117647
721,1961.8235294117646
722,1943.0
723,1918.235294117647
724,1910.8235294117646
725,1901.9411764705883
726,1893.2941176470588
727,1884.4705882352941
728,1876.7058823529412
729,1868.6470588235295
730,1860.1176470588234
731,1848.9411764705883
732,1834.2941176470588
733,1815.7058823529412
734,1796.5882352941176
735,1779.3529411764705
736,1765.764705882353
737,1757.2941176470588
738,1754.5294117647059
739,1756.0
740,1760.9411764705883
741,1744.0588235294117
742,1725.2941176470588
743,1706.0588235294117
744,1690.1176470588234
745,1676.4705882352941
746,1664.8823529411766
747,1656.2941176470588
748,1642.764705882353
749,1632.5882352941176
750,1629.4705882352941
751,1629.7058823529412
752,1632.0
753,1635.5882352941176
754,1640.4117647058824
755,1647.5294117647059
756,1658.3529411764705
757,1674.764705882353
758,1696.4117647058824
759,1722.6470588235295
760,1750.4117647058824
761,1776.4705882352941
762,1799.0
763,1817.5294117647059
764,1834.9411764705883
765,1858.764705882353
766,1881.5882352941176
767,1901.764705882353
768,1919.6470588235295
769,1933.7058823529412
770,1944.6470588235295
771,1965.8823529411766
772,1982.9411764705883
773,1994.7058823529412
774,2001.2941176470588
775,2005.235294117647
776,2006.4705882352941
777,2005.4705882352941
778,2005.1764705882354
779,2004.7058823529412
780,2007.1764705882354
781,2009.5294117647059
782,2014.1176470588234
783,2020.8823529411766
784,2028.8235294117646
785,2037.0
786,2045.0
787,2050.1176470588234
788,2038.9411764705883
789,2026.1764705882354
790,2014.8235294117646
791,2006.1764705882354
792,2000.8823529411766
793,1999.1176470588234
794,1997.0
795,1993.4117647058824
796,1989.2941176470588
797,1983.4117647058824
798,1975.5294117647059
799,1964.3529411764705
800,1948.4117647058824
801,1929.9411764705883
802,1905.1764705882354
803,1878.764705882353
804,1853.2941176470588
805,1829.6470588235295
806,1809.8823529411766
807,1792.235294117647
808,1776.0588235294117
809,1760.1764705882354
810,1746.3529411764705
811,1739.1176470588234
812,1736.3529411764705
813,1736.235294117647
814,1737.1764705882354
815,1737.8823529411766
816,1738.764705882353
817,1746.8235294117646
818,1757.6470588235295
819,1775.5294117647059
820,1795.7058823529412
821,1816.1176470588234
822,1835.1176470588234
823,1850.9411764705883
824,1862.8823529411766
825,1870.5294117647059
826,1872.764705882353
827,1868.2941176470588
828,1855.764705882353
829,1836.1176470588234
830,1813.235294117647
831,1790.235294117647
832,1769.8823529411766
833,1754.6470588235295
834,1739.7058823529412
835,1727.6470588235295
836,1718.3529411764705
837,1712.1176470588234
838,1708.2941176470588
839,1704.3529411764705
840,1699.8823529411766
841,1712.6470588235295
842,1727.1764705882354
843,1745.235294117647
844,1763.2941176470588
845,1782.0588235294117
846,1800.1176470588234
847,1814.6470588235295
848,1824.7058823529412
849,1830.9411764705883
850,1832.4705882352941
851,1831.0
852,1824.9411764705883
853,1815.1176470588234
854,1801.4117647058824
855,1784.5294117647059
856,1767.9411764705883
857,1753.764705882353
858,1728.0588235294117
859,1707.235294117647
860,1690.9411764705883
861,1683.0
862,1682.5882352941176
863,1689.235294117647
864,1665.764705882353
865,1645.9411764705883
866,1628.8823529411766
867,1616.0588235294117
868,1607.7058823529412
869,1606.2941176470588
870,1612.235294117647
871,1625.9411764705883
872,1646.764705882353
873,1671.764705882353
874,1696.0
875,1715.4117647058824
876,1728.4117647058824
877,1734.2941176470588
878,1732.8235294117646
879,1724.8823529411766
880,1712.0588235294117
881,1733.5294117647059
882,1755.4117647058824
883,1777.764705882353
884,1799.4705882352941
885,1818.0588235294117
886,1832.8235294117646
887,1847.5882352941176
888,1858.0588235294117
889,1864.5294117647059
890,1868.0
891,1870.1764705882354
892,1871.1176470588234
893,1870.4705882352941
894,1866.8823529411766
895,1860.5294117647059
896,1851.9411764705883
897,1841.4705882352941
898,1829.4705882352941
899,1817.4705882352941
900,1807.4117647058824
901,1797.5882352941176
902,1787.9411764705883
903,1778.1764705882354
904,1763.235294117647
905,1746.4705882352941
906,1727.9411764705883
907,1707.0
908,1683.0
909,1657.5294117647059
910,1631.8823529411766
911,1637.1764705882354
912,1646.4117647058824
913,1658.1764705882354
914,1672.0
915,1688.764705882353
916,1706.1764705882354
917,1721.7058823529412
918,1735.4705882352941
919,1747.1176470588234
920,1755.6470588235295
921,1761.3529411764705
922,1764.5294117647059
923,1765.4705882352941
924,1767.3529411764705
925,1770.5882352941176
926,1774.9411764705883
927,1779.0
928,1756.1764705882354
929,1735.0
930,1719.1176470588234
931,1710.7058823529412
932,1708.9411764705883
933,1710.764705882353
934,1702.5294117647059
935,1699.1176470588234
936,1701.9411764705883
937,1710.1764705882354
938,1722.235294117647
939,1736.0
940,1749.7058823529412
941,1759.2941176470588
942,1764.9411764705883
943,1768.1176470588234
944,1772.235294117647
945,1777.0
946,1781.235294117647
947,1782.235294117647
948,1780.3529411764705
949,1773.1764705882354
950,1764.8823529411766
951,1769.1176470588234
952,1771.7058823529412
953,1771.5882352941176
954,1770.4117647058824
955,1769.4117647058824
956,1771.2941176470588
957,1776.0
958,1785.1764705882354
959,1799.1176470588234
960,1814.8235294117646
961,1829.1764705882354
962,1839.1176470588234
963,1845.1764705882354
964,1848.9411764705883
965,1850.1764705882354
966,1850.2941176470588
967,1850.7058823529412
968,1851.8235294117646
969,1853.1176470588234
970,1854.764705882353
971,1856.2941176470588
972,1857.5882352941176
973,1858.9411764705883
974,1861.235294117647
975,1864.8823529411766
976,1869.4705882352941
977,1874.764705882353
978,1879.4117647058824
979,1883.4705882352941
980,1885.8235294117646
981,1891.5882352941176
982,1900.9411764705883
983,1913.9411764705883
984,1928.7058823529412
985,1944.0
986,1958.5294117647059
987,1970.8235294117646
988,1979.8823529411766
989,1985.0588235294117
990,1984.7058823529412
991,1980.5882352941176
992,1972.5294117647059
993,1960.6470588235295
994,1947.9411764705883
995,1937.3529411764705
996,1930.4705882352941
997,1927.764705882353
998,1923.235294117647
999,1915.235294117647
