j
1824
2174
2482
2715
2793
2695
0
0
82
432
889
1392
1872
2282
2576
2745
2816
2806
2737
2621
2487
2341
2193
2064
1936
1819
1696
1574
1583
1634
1790
2791
2832
2789
2714
2480
2259
2018
1808
1633
1472
1311
1166
1094
1121
1245
1441
1710
2016
2379
2768
3165
3534
3757
3781
2350
2194
2085
2006
1972
1955
1921
1809
1671
1549
1410
1269
1133
1015
939
848
731
598
474
432
496
683
991
1409
1886
1659
1809
2017
2239
2422
2559
2606
2579
2498
2397
2257
2041
1705
1217
650
63
0
0
0
0
0
0
362
912
1527
2123
2615
2953
3495
3433
3255
2991
2643
2224
1703
1077
432
0
0
0
0
0
0
0
417
991
1600
2149
2629
3029
3350
3455
3344
3035
2679
2204
2003
2034
1971
1877
1781
1721
1735
1855
2004
2193
2327
2284
2190
2067
1967
1911
1931
1991
2065
2144
2207
2227
2207
1046
813
761
916
1245
1649
2096
2543
2951
3330
3636
3762
3712
3489
3148
2773
2384
2009
1671
1403
1233
1254
1394
1657
2551
2417
2367
2416
2537
2695
2874
3050
3197
3269
3222
3025
2750
2409
2038
1655
1264
875
528
255
128
157
315
572
3341
3417
3264
2985
2674
2378
2098
1840
1627
1459
1351
1303
1313
1353
1424
1527
1642
1712
1726
1687
1613
1496
1418
1344
1489
1296
1099
912
777
720
747
834
986
1162
1338
1479
1578
1616
1619
1646
1690
1750
1829
1920
2011
2073
2082
2034
750
695
806
1069
1424
1812
2165
2407
2527
2519
2387
2185
1947
1707
1461
1254
1094
1040
991
933
876
816
781
811
902
1061
1183
1890
2554
3170
3754
4095
4095
4095
3703
3223
2817
2495
2256
2098
2026
2037
2075
1983
1626
962
124
0
0
0
0
0
1489
942
493
215
183
432
926
1526
2096
2512
2731
2735
2529
2178
1709
1196
709
326
109
75
230
571
1088
1744
2467
3296
393
18
0
0
68
450
943
1510
2113
2687
3200
3563
3527
3120
2603
2081
1614
1266
1110
1157
1428
1821
2328
2832
3325
3756
1209
1021
935
981
1161
1469
1877
2303
2704
3111
3571
4051
4095
4095
3963
3493
3018
2595
2110
1511
837
210
0
0
0
0
461
633
833
1021
1141
1125
1018
918
893
957
1131
1411
1815
2354
3024
3984
4095
4095
4095
4095
3723
3146
2665
2269
1985
3008
3396
3440
3142
2721
2270
1869
1584
1426
1443
1682
2113
2630
3193
3888
4095
4095
3757
3120
2557
1989
1391
799
0
0
1
352
789
1326
1911
2523
3166
3921
4095
4095
3633
2914
2277
1657
1114
739
578
684
1054
1617
2288
2987
3895
4095
2336
2505
2635
2716
2638
2293
1648
784
0
0
0
0
0
0
0
558
1371
2225
3052
4095
4095
4095
4095
4095
4095
3791
3129
2496
4095
3787
3274
2825
2425
2045
1667
1257
863
533
288
157
128
249
551
997
1519
2000
2363
2539
2458
2109
1498
777
109
1717
1264
781
303
0
0
0
0
0
0
260
786
1461
2192
2862
3495
3910
3877
3453
2935
2384
1751
1106
583
253
149
283
602
1066
1555
1506
1467
1431
1397
1329
1222
1074
896
718
577
478
448
474
554
686
891
1168
1435
1729
2023
2318
2608
2896
3195
1975
2351
2678
2974
3264
3525
3691
3696
3505
3231
2929
2645
2352
2059
1749
1472
1172
832
475
161
0
0
0
48
379
881
1547
3337
3082
2767
2448
2169
1951
1820
1789
1856
2022
2142
2279
2361
2346
2200
1902
1424
843
270
0
0
0
0
105
615
1293
2391
2045
1531
965
466
128
0
71
368
832
1415
2023
2623
3185
3696
3710
3184
2535
1851
1150
538
73
0
0
164
731
1408
2035
2179
2546
2912
3280
3664
3846
3763
3414
2953
2490
2033
1614
1260
1040
945
988
1100
1214
1313
1370
1392
1380
1331
1285
2138
2496
2834
3136
3350
3373
3187
2837
2381
1787
1057
304
0
0
0
0
0
0
38
355
768
1232
1710
2159
2534
2849
3117
3295
322
0
0
0
0
0
0
225
821
1614
2426
3251
4095
4095
4095
4095
4095
4033
3632
3225
2899
2662
2480
2365
2294
2235
2160
2331
2210
2070
1874
1630
1344
1088
752
480
258
128
126
250
448
629
725
766
790
848
947
1098
1286
1530
1840
2192
2503
0
0
0
0
144
456
867
1302
1710
2031
2254
2365
2406
2415
2385
2322
2246
2160
2066
1947
1829
1705
1569
1409
1245
1082
863
3213
2749
2416
2087
1865
1792
1868
2066
2309
2576
2845
3090
3183
2986
2592
2091
1530
969
443
0
0
0
0
0
0
4
391
979
4095
4095
3824
3216
2521
1713
759
0
0
0
0
0
0
0
0
525
1281
2115
2946
4026
4095
4095
4095
4095
4095
4095
4095
3710
3146
3002
2806
2615
2448
2315
2220
2141
2019
1842
1622
1385
1184
1035
955
958
1038
1203
1469
1765
2141
2417
2597
2631
2549
2217
2176
2121
2096
2087
2058
2017
1939
1831
1689
1547
1409
1316
1221
1138
1094
1105
1164
1264
1391
1535
1745
2026
1777
1455
1161
916
769
720
788
986
1268
1574
1854
2101
2283
2343
2277
1952
1424
801
241
0
0
0
0
256
834
1597
2381
3134
91
64
162
349
572
793
1040
1339
1735
2224
2820
3583
4095
4095
4095
3632
2999
2450
1904
1409
1050
883
954
1209
1596
4095
4095
4095
3994
3675
3285
2912
2605
2336
2082
1804
1491
1172
879
667
562
583
733
1003
1373
1777
2166
2481
2657
897
757
673
677
770
901
1011
1123
1211
1289
1378
1491
1629
1702
1602
1361
1081
807
577
422
406
541
854
1347
1922
2444
3055
3522
3898
4016
3887
3564
3189
2849
2544
2287
2107
2031
2063
2117
