)2000
2007
2030
2037
2034
2030
2017
1993
1970
2055
1891
1722
1559
1391
1250
1138
1063
1034
1039
1079
1168
1286
1424
1569
1698
1825
1947
2076
2176
2239
2283
2279
988
951
955
1000
1091
1221
1387
1590
1801
2007
2205
2359
2471
2521
2511
2441
2320
2168
1997
1835
1680
1554
1467
1424
1093
944
827
749
706
694
725
793
896
1050
1226
1442
1698
1978
2249
2494
2697
2832
2909
2911
2853
2743
2603
2431
2256
1470
1519
1585
1678
1774
1870
1971
2087
2186
2275
2354
2431
2486
2515
2518
2490
2416
2313
2179
2029
1870
1723
1584
1728
1744
1766
1802
1856
1929
2013
2079
2113
2112
2073
1981
1852
1673
1456
1230
1008
799
630
496
421
400
455
577
1808
1760
1681
1585
1469
1349
1231
1138
1073
1047
1071
1132
1243
1391
1564
1756
1962
2173
2378
2576
2736
2842
2915
2915
1251
1407
1595
1785
2006
2255
2497
2705
2878
2967
2979
2910
2783
2621
2427
2241
2070
1911
1791
1706
1657
1631
1641
1619
1502
1391
1274
1155
1056
959
896
874
892
948
1041
1168
1311
1469
1627
1737
1843
1943
2043
2139
2236
2330
2409
1772
1666
1579
1467
1371
1271
1198
1165
1168
1219
1283
1344
1455
1552
1646
1722
1783
1840
1898
1961
1984
2028
2067
2099
0
64
192
459
784
1187
1647
2115
2555
2944
3312
3574
3679
3582
3408
3171
2933
2713
2483
2273
2065
1875
1703
1529
2553
2431
2262
2096
1907
1743
1598
1479
1408
1371
1373
1419
1499
1631
1764
1902
2037
2190
2316
2423
2489
2498
2448
2346
2673
2661
2602
2480
2320
2145
1951
1770
1606
1470
1385
1354
1373
1435
1535
1675
1828
2003
2179
2331
2447
2517
2527
2307
2286
2270
2262
2288
2309
2305
2245
2131
1977
1804
1623
1453
1301
1184
1098
1043
1034
1085
1191
1382
1638
1936
2402
2465
2543
2649
2767
2875
2958
2979
2942
2855
2731
2619
2444
2315
2199
2097
2016
1968
1943
1936
1949
1978
2032
2103
2095
1908
1755
1635
1547
1490
1475
1515
1600
1746
1959
2226
2512
2800
3071
3326
3511
3596
3566
3443
3263
3057
2855
2365
2325
2302
2272
2244
2224
2193
2219
2231
2263
2304
2351
2374
2357
2306
2224
2132
2045
1970
1904
1845
1804
1780
2329
2291
2309
2357
2411
2446
2425
2352
2237
2087
1920
1758
1609
1488
1417
1397
1424
1500
1614
1758
1936
2160
2413
2339
2302
2250
2199
2145
2096
2065
2061
2094
2129
2194
2276
2361
2448
2531
2613
2689
2761
2815
2850
2865
2867
2835
2794
2522
2509
2499
2496
2501
2519
2494
2461
2418
2372
2326
2234
2231
2170
2138
2107
2026
1943
1908
1856
1815
1803
1767
2135
2115
2065
2080
2114
2151
2234
2330
2453
2592
2693
2832
2867
2933
2918
2871
2736
2681
2539
2411
2291
2192
2120
2000
1927
1869
1830
1827
1853
1919
2006
2114
2231
2360
2493
2609
2685
2737
2763
2771
2755
2722
2675
2618
2557
2515
2507
1650
1973
2279
2585
2859
3083
3219
3238
3149
2979
2781
2581
2385
2224
2107
2042
2047
2112
2220
2342
2480
2594
2653
1632
1776
1946
2130
2305
2450
2573
2639
2657
2638
2580
2489
2374
2251
2131
2033
1984
1984
2066
2227
2465
2753
3067
1999
2000
2014
2029
2022
2000
1968
1922
1867
1783
1692
1599
1521
1481
1471
1496
1572
1680
1812
1967
2127
2291
2450
1812
1756
1643
1473
1284
1074
870
704
583
527
528
596
752
971
1280
1638
2031
2439
2832
3217
3614
3915
4057
4013
3782
816
1177
1581
1961
2304
2586
2783
2871
2857
2753
2605
2417
2231
2063
1899
1767
1680
1639
1638
1680
1742
1811
1886
1949
965
1178
1429
1691
1936
2163
2323
2416
2438
2405
2330
2224
2099
1959
1817
1687
1580
1482
1424
1425
1488
1598
1730
2650
2448
2223
1979
1732
1488
1274
1099
956
859
799
783
789
816
855
917
993
1085
1174
1270
1360
1456
1528
1591
1632
1967
2141
2288
2382
2430
2432
2393
2315
2192
2032
1845
1647
1440
1264
1121
1003
922
879
863
870
899
970
1075
1216
1393
2522
2591
2586
2559
2477
2363
2222
2071
1881
1719
1584
1359
1219
1051
960
830
752
722
685
694
673
671
649
627
638
1159
1314
1488
1667
1808
1891
1914
1874
1789
1680
1557
1426
1318
1222
1147
1089
1061
1043
1043
1065
1107
1172
1247
1319
1194
1264
1385
1535
1693
1838
1966
2071
2126
2143
2114
2060
1962
1867
1762
1655
1552
1427
1298
1174
1041
921
816
1264
1234
1223
1232
1259
1307
1369
1443
1502
1543
1545
1494
1423
1313
1200
1095
1004
943
907
907
934
1004
1121
1277
1552
1728
1873
1984
2047
2073
2058
2014
1955
1886
1802
1719
1645
1584
1542
1523
1519
1522
1527
1547
1557
1569
1590
1613
1637
1731
1830
1915
1982
2017
2025
1990
1927
1847
1776
1714
1670
1648
1644
1655
1680
1706
1730
1762
1802
1834
1870
1982
